journal,nojournal,journalCompression,journalCompressionSnappy,journalCompressionZlib,journalCommitInterval,Performance-,Cpu-
0,1,0,0,0,1,284881.2,30.495238
0,1,0,0,0,1,287750.6,30.90318
0,1,0,0,0,1,288207.4,30.633252
0,1,0,0,0,1,285984.8,30.184496
0,1,0,0,0,1,285639.8,30.537924
0,1,0,0,0,1,211295.6,24.685063
0,1,0,0,0,1,211220.6,24.567789
0,1,0,0,0,1,208525.0,24.746515
0,1,0,0,0,1,210964.4,25.176413
0,1,0,0,0,1,210097.8,24.356153
0,1,0,0,0,1,282455.0,30.242094
0,1,0,0,0,1,282675.8,30.205295
0,1,0,0,0,1,281522.2,30.284951
0,1,0,0,0,1,285112.8,30.460006
0,1,0,0,0,1,282239.8,30.218708
0,1,0,0,0,1,213123.8,24.986941
0,1,0,0,0,1,214255.0,24.532657
0,1,0,0,0,1,216112.6,25.608956
0,1,0,0,0,1,213614.8,24.963807
0,1,0,0,0,1,212120.4,25.071206
0,1,0,0,0,1,284881.8,29.935911
0,1,0,0,0,1,283928.6,30.53882
0,1,0,0,0,1,285884.8,30.706119
0,1,0,0,0,1,288797.8,30.551593
0,1,0,0,0,1,285901.4,30.282475
0,1,0,0,0,1,209472.6,24.661813
0,1,0,0,0,1,209587.4,24.584319
0,1,0,0,0,1,208957.0,24.724537
0,1,0,0,0,1,208421.4,24.557631
0,1,0,0,0,1,210528.8,24.586004
0,1,0,0,0,1,212590.8,24.98218
0,1,0,0,0,1,211906.2,25.470812
0,1,0,0,0,1,212430.2,25.392136
0,1,0,0,0,1,212073.4,25.419784
0,1,0,0,0,1,207481.8,25.117134
0,1,0,0,0,1,209542.0,24.795979
0,1,0,0,0,1,209824.2,24.579706
0,1,0,0,0,1,212387.0,24.240494
0,1,0,0,0,1,210697.0,24.570647
0,1,0,0,0,1,207569.2,24.367131
0,1,0,0,0,1,212880.2,24.922222
0,1,0,0,0,1,211642.4,24.810095
0,1,0,0,0,1,213959.4,25.051341
0,1,0,0,0,1,210296.6,25.18257
0,1,0,0,0,1,213986.6,24.415783
0,1,0,0,0,1,279828.0,30.395898
0,1,0,0,0,1,283388.6,30.551102
0,1,0,0,0,1,282187.6,30.418417
0,1,0,0,0,1,278373.8,30.555646
0,1,0,0,0,1,290042.8,30.056939
0,1,0,0,0,1,279406.4,29.510654
0,1,0,0,0,1,286279.6,30.120171
0,1,0,0,0,1,284842.0,30.434324
0,1,0,0,0,1,287186.4,30.466385
0,1,0,0,0,1,283769.8,30.100157
0,1,0,0,0,1,284100.4,30.668369
0,1,0,0,0,1,282845.4,30.774341
0,1,0,0,0,1,283892.2,30.680043
0,1,0,0,0,1,285816.8,30.469611
0,1,0,0,0,1,288095.8,30.326538
0,1,0,0,0,1,288481.2,30.645351
0,1,0,0,0,1,284988.0,30.405687
0,1,0,0,0,1,287091.2,30.861526
0,1,0,0,0,1,289677.4,30.28328
0,1,0,0,0,1,284270.2,30.409862
1,0,0,0,0,1,225003.0,37.320837
1,0,0,0,0,10,227531.6,34.39023
1,0,0,0,0,50,227069.4,30.332472
1,0,0,0,0,100,225617.0,30.453204
1,0,0,0,0,200,234652.2,32.834795
1,0,0,0,0,500,229312.2,30.435997
1,0,0,0,0,1,219302.0,35.969504
1,0,0,0,0,10,223005.8,33.095087
1,0,0,0,0,50,232489.4,32.029187
1,0,0,0,0,100,219103.2,30.270876
1,0,0,0,0,200,224873.2,30.516073
1,0,0,0,0,500,222347.0,30.195136
1,0,0,0,0,1,222899.4,37.951892
1,0,0,0,0,10,222639.8,34.080984
1,0,0,0,0,50,223511.0,30.545011
1,0,0,0,0,100,224056.2,30.009262
1,0,0,0,0,200,219448.6,29.916445
1,0,0,0,0,500,221362.4,30.191642
1,0,0,0,0,1,225287.8,37.610537
1,0,0,0,0,10,225990.6,32.956437
1,0,0,0,0,50,222840.4,31.043117
1,0,0,0,0,100,222289.6,30.64826
1,0,0,0,0,200,219055.4,29.982739
1,0,0,0,0,500,219578.2,29.733747
1,0,0,0,0,1,221219.2,37.350052
1,0,0,0,0,10,223724.0,33.833992
1,0,0,0,0,50,219605.2,30.993293
1,0,0,0,0,100,219705.6,30.597211
1,0,0,0,0,200,220735.4,30.030873
1,0,0,0,0,500,227142.6,32.358668
1,0,0,0,0,1,225007.2,37.90284
1,0,0,0,0,10,222864.6,33.480542
1,0,0,0,0,50,224799.2,30.791275
1,0,0,0,0,100,228388.8,30.383596
1,0,0,0,0,200,224658.2,30.336084
1,0,0,0,0,500,228400.2,30.213899
1,0,0,0,0,1,225830.4,38.289157
1,0,0,0,0,10,231209.6,34.278385
1,0,0,0,0,50,224357.8,31.190438
1,0,0,0,0,100,227476.0,30.653877
1,0,0,0,0,200,226002.8,31.182922
1,0,0,0,0,500,220978.6,30.592112
1,0,0,0,0,1,226431.8,37.394084
1,0,0,0,0,10,225928.4,34.422839
1,0,0,0,0,50,226401.8,31.400243
1,0,0,0,0,100,223607.8,31.267884
1,0,0,0,0,200,228411.8,30.452764
1,0,0,0,0,500,227503.8,30.34147
1,0,0,0,0,1,226673.0,37.945415
1,0,0,0,0,10,224234.4,34.957326
1,0,0,0,0,50,224660.4,31.257087
1,0,0,0,0,100,228070.0,31.408916
1,0,0,0,0,200,224445.8,30.931326
1,0,0,0,0,500,224305.6,30.686637
1,0,0,0,0,1,224468.0,38.298847
1,0,0,0,0,10,223956.6,34.009427
1,0,0,0,0,50,226672.0,31.443377
1,0,0,0,0,100,227496.4,30.087911
1,0,0,0,0,200,222306.4,31.139606
1,0,0,0,0,500,228416.4,30.377931
1,0,0,0,0,1,298214.2,44.565766
1,0,0,0,0,10,296614.0,40.114416
1,0,0,0,0,50,299620.2,36.165877
1,0,0,0,0,100,299590.2,34.819559
1,0,0,0,0,200,296359.6,35.215359
1,0,0,0,0,500,294522.8,34.675697
1,0,0,0,0,1,286588.4,43.024108
1,0,0,0,0,10,291048.0,39.921283
1,0,0,0,0,50,298326.8,36.271469
1,0,0,0,0,100,293884.6,34.276766
1,0,0,0,0,200,298098.0,35.228396
1,0,0,0,0,500,297556.8,34.510656
1,0,0,0,0,1,299455.0,44.666134
1,0,0,0,0,10,298498.4,40.584082
1,0,0,0,0,50,297498.4,35.978131
1,0,0,0,0,100,299543.2,35.595381
1,0,0,0,0,200,294515.0,35.089021
1,0,0,0,0,500,295850.6,35.526967
1,0,0,0,0,1,296608.0,44.736286
1,0,0,0,0,10,300562.2,40.593812
1,0,0,0,0,50,294394.2,36.448105
1,0,0,0,0,100,298138.0,35.681106
1,0,0,0,0,200,299610.0,35.368218
1,0,0,0,0,500,295547.8,34.91703
1,0,0,0,0,1,305223.0,44.634054
1,0,0,0,0,10,298078.0,40.442088
1,0,0,0,0,50,302786.0,36.439993
1,0,0,0,0,100,299252.2,35.611766
1,0,0,0,0,200,297635.6,35.499717
1,0,0,0,0,500,300675.8,36.853744
1,0,0,0,0,1,289085.4,43.858727
1,0,0,0,0,10,295394.8,39.828672
1,0,0,0,0,50,299931.4,35.752435
1,0,0,0,0,100,296724.8,34.721672
1,0,0,0,0,200,295153.8,35.260946
1,0,0,0,0,500,299172.6,34.540783
1,0,0,0,0,1,297227.8,44.569281
1,0,0,0,0,10,293102.4,39.941947
1,0,0,0,0,50,299074.0,37.966419
1,0,0,0,0,100,290206.0,35.169752
1,0,0,0,0,200,296587.8,35.248832
1,0,0,0,0,500,291582.2,34.32558
1,0,0,0,0,1,298607.0,44.508723
1,0,0,0,0,10,294563.4,40.074951
1,0,0,0,0,50,294142.4,35.755256
1,0,0,0,0,100,291266.4,35.142573
1,0,0,0,0,200,300925.4,35.588102
1,0,0,0,0,500,291406.6,34.262483
1,0,0,0,0,1,296335.6,44.770995
1,0,0,0,0,10,301365.8,41.127034
1,0,0,0,0,50,300238.2,36.562291
1,0,0,0,0,100,298604.8,36.288609
1,0,0,0,0,200,303372.0,36.026289
1,0,0,0,0,500,302438.8,34.764483
1,0,0,0,0,1,301950.8,45.501841
1,0,0,0,0,10,307053.0,41.338442
1,0,0,0,0,50,301248.4,36.642055
1,0,0,0,0,100,305856.4,36.052608
1,0,0,0,0,200,296539.8,35.226254
1,0,0,0,0,500,299422.2,35.855639
1,0,0,0,0,1,224788.6,37.846997
1,0,0,0,0,10,229820.4,34.531258
1,0,0,0,0,50,224009.8,31.197999
1,0,0,0,0,100,222603.0,30.71057
1,0,0,0,0,200,225484.6,30.841772
1,0,0,0,0,500,226567.0,30.604334
1,0,0,0,0,1,226333.0,37.824061
1,0,0,0,0,10,224693.2,34.203769
1,0,0,0,0,50,226288.4,30.860463
1,0,0,0,0,100,221319.8,30.81784
1,0,0,0,0,200,224614.8,30.883539
1,0,0,0,0,500,221575.6,30.315227
1,0,0,0,0,1,223788.8,37.787791
1,0,0,0,0,10,224878.6,34.249986
1,0,0,0,0,50,224177.6,30.899108
1,0,0,0,0,100,226287.8,31.011122
1,0,0,0,0,200,223780.8,30.459611
1,0,0,0,0,500,225871.0,30.767808
1,0,0,0,0,1,225509.8,37.897705
1,0,0,0,0,10,221547.6,34.252864
1,0,0,0,0,50,225614.2,31.014067
1,0,0,0,0,100,224203.8,31.344038
1,0,0,0,0,200,222294.6,29.982788
1,0,0,0,0,500,222762.0,30.998689
1,0,0,0,0,1,225667.4,37.752559
1,0,0,0,0,10,226555.2,34.804925
1,0,0,0,0,50,224399.4,31.597086
1,0,0,0,0,100,213919.6,28.653921
1,0,0,0,0,200,224577.6,33.159717
1,0,0,0,0,500,220271.0,30.177467
1,0,0,0,0,1,292096.6,43.697922
1,0,0,0,0,10,292204.2,39.860111
1,0,0,0,0,50,295005.4,35.645314
1,0,0,0,0,100,300533.8,35.277182
1,0,0,0,0,200,293897.8,34.171758
1,0,0,0,0,500,295056.6,34.26608
1,0,0,0,0,1,292302.0,43.832716
1,0,0,0,0,10,293152.8,39.117731
1,0,0,0,0,50,291991.0,35.007271
1,0,0,0,0,100,295941.0,36.088029
1,0,0,0,0,200,294794.2,34.586789
1,0,0,0,0,500,287118.6,34.079236
1,0,0,0,0,1,293079.2,43.961739
1,0,0,0,0,10,292916.2,39.425272
1,0,0,0,0,50,293932.0,35.428586
1,0,0,0,0,100,294020.2,34.956621
1,0,0,0,0,200,294057.6,34.710268
1,0,0,0,0,500,295368.4,34.398847
1,0,0,0,0,1,291024.0,43.951806
1,0,0,0,0,10,293862.0,39.676132
1,0,0,0,0,50,292716.0,35.935704
1,0,0,0,0,100,289346.8,34.740289
1,0,0,0,0,200,293042.2,34.753904
1,0,0,0,0,500,291666.4,33.990958
1,0,0,0,0,1,295152.0,43.975839
1,0,0,0,0,10,294984.6,39.679148
1,0,0,0,0,50,292656.2,35.623037
1,0,0,0,0,100,301215.0,35.282481
1,0,0,0,0,200,293299.2,35.09046
1,0,0,0,0,500,292653.0,34.477758
1,0,0,0,0,1,232407.8,38.74018
1,0,0,0,0,10,227525.2,34.010081
1,0,0,0,0,50,220707.0,31.124043
1,0,0,0,0,100,226818.6,33.149643
1,0,0,0,0,200,222708.2,30.153762
1,0,0,0,0,500,224439.8,30.400789
1,0,0,0,0,1,225615.4,38.118498
1,0,0,0,0,10,222650.4,33.898878
1,0,0,0,0,50,226407.0,30.765572
1,0,0,0,0,100,222718.4,29.182025
1,0,0,0,0,200,227975.2,30.14391
1,0,0,0,0,500,224954.4,29.625218
1,0,0,0,0,1,224346.6,37.76195
1,0,0,0,0,10,227480.6,34.011462
1,0,0,0,0,50,225955.8,30.686654
1,0,0,0,0,100,227669.6,30.928989
1,0,0,0,0,200,229403.8,30.576856
1,0,0,0,0,500,227943.2,30.678416
1,0,0,0,0,1,222963.4,37.817088
1,0,0,0,0,10,223934.0,34.36055
1,0,0,0,0,50,221455.0,31.4494
1,0,0,0,0,100,227308.8,30.706162
1,0,0,0,0,200,225915.0,30.032777
1,0,0,0,0,500,224307.4,30.66821
1,0,0,0,0,1,221228.2,37.942521
1,0,0,0,0,10,224175.0,34.729574
1,0,0,0,0,50,223728.6,30.75527
1,0,0,0,0,100,223678.6,30.706037
1,0,0,0,0,200,222570.6,29.879144
1,0,0,0,0,500,226265.2,30.189504
1,0,0,0,0,1,298531.4,44.697138
1,0,0,0,0,10,296104.6,40.609943
1,0,0,0,0,50,291649.2,35.567802
1,0,0,0,0,100,300946.8,35.129244
1,0,0,0,0,200,298847.4,35.247693
1,0,0,0,0,500,304265.8,33.969765
1,0,0,0,0,1,294323.0,44.442883
1,0,0,0,0,10,296294.6,41.171962
1,0,0,0,0,50,293371.4,35.782403
1,0,0,0,0,100,293848.4,35.043547
1,0,0,0,0,200,287908.2,34.453453
1,0,0,0,0,500,298229.0,34.767089
1,0,0,0,0,1,298002.2,44.381945
1,0,0,0,0,10,297841.4,40.374235
1,0,0,0,0,50,297113.4,36.107521
1,0,0,0,0,100,294933.6,35.305315
1,0,0,0,0,200,298615.6,35.459069
1,0,0,0,0,500,298600.4,34.170683
1,0,0,0,0,1,296196.6,44.634018
1,0,0,0,0,10,300957.6,39.780733
1,0,0,0,0,50,298483.8,35.811637
1,0,0,0,0,100,302563.8,37.140629
1,0,0,0,0,200,295507.2,34.468477
1,0,0,0,0,500,303627.8,35.340721
1,0,0,0,0,1,303617.8,44.181302
1,0,0,0,0,10,299416.4,40.131998
1,0,0,0,0,50,298650.8,35.885596
1,0,0,0,0,100,297892.2,35.467831
1,0,0,0,0,200,295791.6,34.966318
1,0,0,0,0,500,305318.8,35.314714
1,0,0,0,0,1,222211.4,37.657721
1,0,0,0,0,10,225957.8,34.208919
1,0,0,0,0,50,225597.8,30.809206
1,0,0,0,0,100,223483.2,31.036357
1,0,0,0,0,200,224135.2,30.560905
1,0,0,0,0,500,227557.6,30.565181
1,0,0,0,0,1,218363.6,36.823194
1,0,0,0,0,10,229727.6,34.208899
1,0,0,0,0,50,226099.4,31.122308
1,0,0,0,0,100,227048.0,30.125182
1,0,0,0,0,200,223561.8,30.554174
1,0,0,0,0,500,224987.0,30.037056
1,0,0,0,0,1,228160.4,38.543833
1,0,0,0,0,10,230827.6,36.402204
1,0,0,0,0,50,220336.2,29.832397
1,0,0,0,0,100,225617.4,30.181858
1,0,0,0,0,200,224295.2,30.841237
1,0,0,0,0,500,224063.2,29.422276
1,0,0,0,0,1,221413.6,37.758431
1,0,0,0,0,10,227834.4,34.514651
1,0,0,0,0,50,224786.4,31.772178
1,0,0,0,0,100,221656.4,30.725687
1,0,0,0,0,200,225038.4,31.294184
1,0,0,0,0,500,225530.6,30.662142
1,0,0,0,0,1,228483.0,37.820846
1,0,0,0,0,10,223103.4,34.916252
1,0,0,0,0,50,223770.2,31.892279
1,0,0,0,0,100,222477.8,31.498017
1,0,0,0,0,200,217314.6,29.55599
1,0,0,0,0,500,222270.4,30.879867
1,0,0,0,0,1,300412.2,45.030629
1,0,0,0,0,10,300045.2,40.932295
1,0,0,0,0,50,292359.4,35.783504
1,0,0,0,0,100,296064.8,35.945084
1,0,0,0,0,200,301270.8,35.865314
1,0,0,0,0,500,297730.8,34.647071
1,0,0,0,0,1,296709.6,44.483076
1,0,0,0,0,10,294332.0,40.025705
1,0,0,0,0,50,295199.8,35.949562
1,0,0,0,0,100,295774.8,35.335721
1,0,0,0,0,200,294138.4,34.098355
1,0,0,0,0,500,295945.4,34.974553
1,0,0,0,0,1,295002.0,44.282527
1,0,0,0,0,10,305211.6,40.05959
1,0,0,0,0,50,297789.2,35.642288
1,0,0,0,0,100,295174.2,35.420996
1,0,0,0,0,200,298433.2,35.539286
1,0,0,0,0,500,290529.6,34.681874
1,0,0,0,0,1,299937.0,43.468705
1,0,0,0,0,10,295290.2,39.978488
1,0,0,0,0,50,298725.8,35.807908
1,0,0,0,0,100,293839.8,35.120562
1,0,0,0,0,200,290740.4,34.976709
1,0,0,0,0,500,297206.6,36.605689
1,0,0,0,0,1,295952.0,44.252618
1,0,0,0,0,10,294567.2,39.801523
1,0,0,0,0,50,297727.2,36.297469
1,0,0,0,0,100,298154.4,35.249018
1,0,0,0,0,200,300038.6,35.377112
1,0,0,0,0,500,292252.8,34.718373
1,0,0,0,0,1,220945.6,36.847586
1,0,0,0,0,10,224584.6,34.13499
1,0,0,0,0,50,226987.6,30.808977
1,0,0,0,0,100,223570.8,30.989509
1,0,0,0,0,200,226592.2,30.700513
1,0,0,0,0,500,222868.4,30.81828
1,0,0,0,0,1,231718.0,38.304434
1,0,0,0,0,10,226551.8,35.16977
1,0,0,0,0,50,225325.4,30.602719
1,0,0,0,0,100,231408.8,31.697196
1,0,0,0,0,200,226549.4,30.649053
1,0,0,0,0,500,227469.0,31.020507
1,0,0,0,0,1,230334.0,38.849222
1,0,0,0,0,10,226292.0,34.696252
1,0,0,0,0,50,229034.8,31.860823
1,0,0,0,0,100,229026.4,31.659433
1,0,0,0,0,200,227530.6,31.154543
1,0,0,0,0,500,225222.4,30.892784
1,0,0,0,0,1,227395.2,38.708074
1,0,0,0,0,10,224955.8,35.151101
1,0,0,0,0,50,225552.4,31.82662
1,0,0,0,0,100,231884.0,31.069619
1,0,0,0,0,200,226110.0,30.797406
1,0,0,0,0,500,222689.8,31.243295
1,0,0,0,0,1,225443.2,38.525535
1,0,0,0,0,10,227275.4,34.565738
1,0,0,0,0,50,224060.8,31.935731
1,0,0,0,0,100,226426.4,31.098591
1,0,0,0,0,200,227000.8,31.284245
1,0,0,0,0,500,229818.0,31.165588
1,0,0,0,0,1,300741.2,45.115711
1,0,0,0,0,10,298233.8,40.52305
1,0,0,0,0,50,299404.0,36.807188
1,0,0,0,0,100,297357.2,35.98646
1,0,0,0,0,200,302761.8,35.632661
1,0,0,0,0,500,311888.8,34.109408
1,0,0,0,0,1,300112.6,45.141455
1,0,0,0,0,10,300799.4,40.750418
1,0,0,0,0,50,293908.2,36.058286
1,0,0,0,0,100,300061.8,35.536013
1,0,0,0,0,200,301425.2,35.146584
1,0,0,0,0,500,301438.6,35.266719
1,0,0,0,0,1,304388.0,44.609224
1,0,0,0,0,10,304684.2,39.709559
1,0,0,0,0,50,304497.0,35.965024
1,0,0,0,0,100,305324.2,35.826397
1,0,0,0,0,200,302036.2,35.813924
1,0,0,0,0,500,297192.8,35.874577
1,0,0,0,0,1,301972.0,45.201881
1,0,0,0,0,10,306606.2,40.628017
1,0,0,0,0,50,295156.8,36.488761
1,0,0,0,0,100,299633.8,35.91849
1,0,0,0,0,200,298773.0,35.681518
1,0,0,0,0,500,296717.0,35.444135
1,0,0,0,0,1,298964.4,44.910318
1,0,0,0,0,10,299247.0,40.619229
1,0,0,0,0,50,302931.6,36.363103
1,0,0,0,0,100,299299.4,35.992033
1,0,0,0,0,200,300213.2,35.309898
1,0,0,0,0,500,299124.8,35.397625
1,0,0,0,0,1,225240.2,37.403761
1,0,0,0,0,10,226946.6,34.148493
1,0,0,0,0,50,224783.4,30.710686
1,0,0,0,0,100,224489.0,30.593724
1,0,0,0,0,200,221339.0,30.3773
1,0,0,0,0,500,225754.6,30.202648
1,0,0,0,0,1,229471.2,38.11962
1,0,0,0,0,10,222895.4,33.427564
1,0,0,0,0,50,224310.4,31.328168
1,0,0,0,0,100,219803.0,30.766998
1,0,0,0,0,200,222491.8,30.387747
1,0,0,0,0,500,224479.4,29.919408
1,0,0,0,0,1,227852.0,37.638187
1,0,0,0,0,10,221191.4,34.320419
1,0,0,0,0,50,222204.6,30.891599
1,0,0,0,0,100,224866.4,30.625015
1,0,0,0,0,200,220522.0,30.48158
1,0,0,0,0,500,223543.2,30.275179
1,0,0,0,0,1,227931.6,37.685907
1,0,0,0,0,10,225607.2,34.014467
1,0,0,0,0,50,228578.2,31.062645
1,0,0,0,0,100,216923.4,30.507585
1,0,0,0,0,200,229327.4,30.128881
1,0,0,0,0,500,226069.4,29.657277
1,0,0,0,0,1,227745.8,37.789301
1,0,0,0,0,10,223762.2,34.193093
1,0,0,0,0,50,223076.8,31.549008
1,0,0,0,0,100,224851.8,29.481642
1,0,0,0,0,200,220223.2,30.568531
1,0,0,0,0,500,227165.4,30.129907
1,0,0,0,0,1,226709.0,37.811985
1,0,0,0,0,10,225688.4,34.406545
1,0,0,0,0,50,226842.4,31.355961
1,0,0,0,0,100,230344.8,30.008032
1,0,0,0,0,200,225440.0,30.146532
1,0,0,0,0,500,223520.8,29.619571
1,0,0,0,0,1,229455.4,37.800962
1,0,0,0,0,10,226383.8,34.64347
1,0,0,0,0,50,225191.2,31.332505
1,0,0,0,0,100,229814.0,30.610278
1,0,0,0,0,200,224741.6,30.36004
1,0,0,0,0,500,226110.0,30.419612
1,0,0,0,0,1,228385.0,37.885209
1,0,0,0,0,10,225752.6,34.258442
1,0,0,0,0,50,229618.4,31.295439
1,0,0,0,0,100,230373.8,30.449964
1,0,0,0,0,200,226005.4,30.829646
1,0,0,0,0,500,223272.0,30.573004
1,0,0,0,0,1,221935.6,37.962722
1,0,0,0,0,10,224922.4,33.981709
1,0,0,0,0,50,229779.0,30.335985
1,0,0,0,0,100,225883.2,31.096225
1,0,0,0,0,200,228610.6,30.422254
1,0,0,0,0,500,223205.4,30.330302
1,0,0,0,0,1,227459.0,38.149706
1,0,0,0,0,10,227859.0,34.461099
1,0,0,0,0,50,226676.2,31.466714
1,0,0,0,0,100,226811.2,30.917189
1,0,0,0,0,200,223569.6,30.898643
1,0,0,0,0,500,228049.2,30.638679
1,0,0,0,0,1,297788.4,44.428118
1,0,0,0,0,10,300600.4,39.962135
1,0,0,0,0,50,292558.2,36.002139
1,0,0,0,0,100,297470.4,35.29742
1,0,0,0,0,200,293400.4,35.175664
1,0,0,0,0,500,297052.4,33.833526
1,0,0,0,0,1,295585.4,44.702959
1,0,0,0,0,10,299333.0,40.154198
1,0,0,0,0,50,296817.0,35.499254
1,0,0,0,0,100,298314.4,35.50864
1,0,0,0,0,200,297451.0,35.236836
1,0,0,0,0,500,295701.0,34.989886
1,0,0,0,0,1,297170.8,44.852557
1,0,0,0,0,10,299480.0,39.919868
1,0,0,0,0,50,298513.0,36.03919
1,0,0,0,0,100,295639.6,35.32563
1,0,0,0,0,200,295741.2,35.140617
1,0,0,0,0,500,302393.4,34.872495
1,0,0,0,0,1,297998.4,45.076312
1,0,0,0,0,10,305230.0,39.967563
1,0,0,0,0,50,293331.0,35.492904
1,0,0,0,0,100,298852.0,35.721886
1,0,0,0,0,200,300439.6,35.334556
1,0,0,0,0,500,298209.0,34.795169
1,0,0,0,0,1,297243.4,44.745876
1,0,0,0,0,10,296916.0,39.608043
1,0,0,0,0,50,296939.6,35.75484
1,0,0,0,0,100,305900.2,35.126123
1,0,0,0,0,200,292372.4,33.680695
1,0,0,0,0,500,296558.6,34.98626
1,0,0,0,0,1,299185.8,44.825905
1,0,0,0,0,10,298880.8,40.480532
1,0,0,0,0,50,300663.2,35.94716
1,0,0,0,0,100,298550.6,35.806982
1,0,0,0,0,200,289803.0,33.615344
1,0,0,0,0,500,298094.4,35.128553
1,0,0,0,0,1,299000.2,45.220309
1,0,0,0,0,10,294276.6,39.27454
1,0,0,0,0,50,297696.0,36.177146
1,0,0,0,0,100,301003.2,35.658694
1,0,0,0,0,200,298061.6,34.907339
1,0,0,0,0,500,296003.4,35.137377
1,0,0,0,0,1,294558.4,44.320087
1,0,0,0,0,10,296886.2,40.157375
1,0,0,0,0,50,302487.2,35.805327
1,0,0,0,0,100,295828.0,34.417027
1,0,0,0,0,200,296954.6,35.373357
1,0,0,0,0,500,300218.8,35.361642
1,0,0,0,0,1,299932.4,45.338688
1,0,0,0,0,10,294195.6,39.765845
1,0,0,0,0,50,296601.2,35.362787
1,0,0,0,0,100,304078.0,35.204059
1,0,0,0,0,200,297342.2,35.607656
1,0,0,0,0,500,297831.8,35.306906
1,0,0,0,0,1,295836.0,44.871515
1,0,0,0,0,10,290073.4,39.840859
1,0,0,0,0,50,296477.6,36.528847
1,0,0,0,0,100,301977.8,36.790653
1,0,0,0,0,200,298030.6,35.440924
1,0,0,0,0,500,289583.0,35.002883
1,0,0,0,0,1,221564.8,37.576191
1,0,0,0,0,10,222718.8,34.452921
1,0,0,0,0,50,230735.0,31.408661
1,0,0,0,0,100,221984.0,29.891643
1,0,0,0,0,200,226119.4,30.440136
1,0,0,0,0,500,228009.6,29.951884
1,0,0,0,0,1,226087.4,37.681771
1,0,0,0,0,10,221618.6,34.30349
1,0,0,0,0,50,219883.6,30.724879
1,0,0,0,0,100,217121.4,30.788788
1,0,0,0,0,200,223839.4,30.737635
1,0,0,0,0,500,222789.4,29.920096
1,0,0,0,0,1,222321.6,37.41685
1,0,0,0,0,10,220865.0,33.90399
1,0,0,0,0,50,225151.6,31.269973
1,0,0,0,0,100,220172.6,30.334732
1,0,0,0,0,200,223685.6,30.011831
1,0,0,0,0,500,226970.0,30.008013
1,0,0,0,0,1,221954.0,37.15115
1,0,0,0,0,10,222928.2,34.322633
1,0,0,0,0,50,222146.8,31.141911
1,0,0,0,0,100,224365.4,30.41677
1,0,0,0,0,200,225353.6,30.589193
1,0,0,0,0,500,224014.6,30.482017
1,0,0,0,0,1,221885.8,37.226716
1,0,0,0,0,10,223936.6,34.351606
1,0,0,0,0,50,226081.0,30.804505
1,0,0,0,0,100,222424.6,31.265481
1,0,0,0,0,200,223877.8,30.029337
1,0,0,0,0,500,226370.0,30.378318
1,0,0,0,0,1,292285.6,44.26609
