Col0,Col1,EFFORT-,MONTHS-,DEFECTS-,RISKS-
2.7458317279815674,2.536698341369629,118.714,15.452,301.607,0.0
3.213531255722046,1.848227620124817,488.401,24.328,1773.906,0.0
0.9159407615661621,1.0489630699157715,1012.951,31.334,5038.198,0.268
1.7183597087860107,0.9394649267196655,422.699,23.196,2571.877,0.536
2.0333290100097656,1.2185680866241455,360.165,21.331,1570.188,0.536
1.5566389560699463,1.3458179235458374,1007.146,31.976,3196.09,0.0
1.27095365524292,0.8638373017311096,2113.538,40.99,11013.333,0.0
2.0588998794555664,2.6748204231262207,241.125,19.628,2134.71,2.145
2.0283117294311523,1.1642755270004272,272.38,20.141,1710.668,0.0
1.556708574295044,1.0454179048538208,1986.39,37.799,11232.338,2.145
2.868746042251587,1.7096525430679321,236.266,18.918,1195.107,0.0
1.3801214694976807,1.8195174932479858,1514.007,35.921,12751.31,1.609
2.3917531967163086,1.2083708047866821,101.732,15.223,866.925,1.34
2.0576231479644775,1.691287636756897,553.739,25.741,2273.718,0.0
1.750531554222107,1.4908277988433838,2554.46,41.34,14837.171,0.0
3.232975482940674,2.548031806945801,368.933,21.582,2030.744,1.609
1.0447994470596313,1.463704228401184,1195.022,33.553,15514.044,0.268
1.4133743047714233,1.2574104070663452,1333.981,34.001,13384.802,2.145
1.250388741493225,1.1705493927001953,1105.483,31.286,6279.25,0.536
1.905214548110962,1.0638911724090576,225.993,19.389,2474.554,1.877
1.9319555759429932,1.4879626035690308,687.999,27.053,11156.942,0.0
2.5635673999786377,1.0986322164535522,1247.569,32.598,15145.693,2.145
2.882779121398926,2.3507883548736572,489.886,23.315,1180.85,0.0
1.5116561651229858,2.040900468826294,665.645,26.915,7046.647,0.536
2.7298219203948975,2.32595157623291,131.531,15.848,852.092,1.072
1.5518687963485718,1.2178984880447388,561.235,26.086,5398.441,0.804
2.234822988510132,1.8461300134658813,2114.639,37.304,5927.622,0.0
1.8550758361816406,1.5744593143463135,1279.434,31.976,12648.241,2.145
3.3482143878936768,1.710861086845398,219.296,18.299,3214.606,2.145
0.8462237119674683,1.5350862741470337,1189.82,31.395,9081.935,1.34
0.33460360765457153,2.0593132972717285,688.954,25.877,5681.567,0.0
1.878324270248413,2.1947693824768066,602.987,25.433,4798.932,0.536
2.1472792625427246,2.5513782501220703,764.925,27.346,5603.74,0.0
2.604191303253174,1.9328426122665405,974.753,31.621,10452.79,0.0
2.9091289043426514,1.0717271566390991,296.575,21.077,1605.786,0.536
1.0922541618347168,1.8090920448303223,458.252,24.722,6729.055,2.413
2.050642251968384,3.206313133239746,593.926,24.827,2517.094,1.609
2.0273070335388184,1.3357635736465454,552.551,25.155,6749.652,1.609
2.1473991870880127,2.3729724884033203,1120.915,30.21,6400.152,0.0
2.5632035732269287,1.6159465312957764,664.281,27.669,3697.487,0.268
2.0028624534606934,2.06112003326416,115.441,15.18,715.981,2.145
2.6669225692749023,2.347156047821045,107.829,14.808,1099.005,2.145
2.2896478176116943,2.3166587352752686,1882.853,36.704,5784.563,0.268
2.3861899375915527,2.7847251892089844,151.041,16.519,1688.624,0.0
2.4215948581695557,2.0722694396972656,764.631,28.102,6114.992,1.072
1.7719216346740723,1.1721028089523315,1673.281,36.91,2668.286,0.0
1.2921991348266602,2.3203306198120117,524.838,24.427,5496.429,1.072
3.043313503265381,1.67510986328125,888.517,29.417,4190.475,0.536
1.7550475597381592,1.1801645755767822,611.194,25.298,4878.378,0.536
1.0141123533248901,1.6199363470077515,636.421,26.853,2826.217,0.536
2.4774844646453857,0.6149243712425232,92.764,14.512,171.518,0.0
2.27693247795105,2.649240016937256,636.096,26.005,2922.889,3.217
3.625173568725586,2.1948916912078857,108.421,14.71,169.924,1.072
2.5164482593536377,1.9202996492385864,947.227,29.691,1072.674,1.072
2.5080208778381348,0.9130154848098755,352.632,22.445,3181.372,0.536
1.9856820106506348,1.094020128250122,1033.82,30.584,6781.665,0.536
1.2894129753112793,1.2440516948699951,374.551,22.564,4478.201,1.072
2.138662815093994,2.171351432800293,193.398,17.901,986.0,2.145
1.5477451086044312,0.9009703397750854,259.839,20.3,7165.937,2.145
1.2700104713439941,2.1135387420654297,1441.831,34.088,11862.051,0.804
2.272082567214966,2.155996322631836,727.59,28.557,8029.877,1.34
2.0327420234680176,1.2430353164672852,2053.676,38.254,34910.362,3.485
1.7055420875549316,1.6423389911651611,845.006,28.359,8962.889,2.145
1.4529935121536255,2.5600595474243164,905.044,29.965,8442.333,0.804
1.6041021347045898,3.0259342193603516,580.864,26.166,6083.07,0.268
2.2044014930725098,0.611309826374054,359.116,22.055,770.869,1.072
2.0233006477355957,1.8627511262893677,521.899,24.271,5816.755,1.877
1.0071159601211548,1.4741547107696533,1302.05,32.948,13113.914,1.072
2.1476757526397705,1.2908140420913696,112.081,15.096,1980.163,2.145
1.5114282369613647,2.2650208473205566,928.105,28.818,6662.104,1.34
1.2746964693069458,0.5362237095832825,680.934,28.443,4170.095,0.536
2.6883394718170166,2.092054843902588,274.678,20.124,4521.431,2.681
1.0720744132995605,1.5440409183502197,274.303,21.484,3419.543,1.34
2.5500900745391846,1.1204684972763062,378.864,22.501,3503.221,2.145
2.6875643730163574,2.409658908843994,685.877,25.673,8948.16,1.34
2.400646924972534,1.6684067249298096,587.574,25.935,2138.087,0.0
2.5603513717651367,2.450641632080078,429.157,23.788,3966.745,1.072
2.510509967803955,1.4826589822769165,676.185,26.147,2835.545,2.145
3.4515388011932373,2.038019895553589,209.724,18.263,1066.926,1.072
2.302044630050659,2.7999684810638428,864.079,27.754,7167.425,0.268
2.991852045059204,1.8224655389785767,500.484,24.721,1886.961,0.0
2.500856637954712,0.6255954504013062,166.192,17.993,2666.144,0.268
1.3602231740951538,2.1268088817596436,2061.02,37.918,7459.544,0.804
1.3851958513259888,1.0170133113861084,1112.187,31.778,8330.857,1.34
1.8789910078048706,2.682704448699951,984.756,29.377,7734.984,0.0
2.269657850265503,2.2015247344970703,411.295,23.073,3083.81,1.072
1.6799700260162354,1.2596076726913452,259.136,20.321,1068.535,0.0
1.0459399223327637,0.6960024237632751,545.946,25.646,4919.013,1.072
3.433486223220825,2.038400411605835,368.893,22.561,4413.644,0.268
1.5048956871032715,1.5118166208267212,820.293,27.945,6278.043,1.877
1.7614730596542358,1.7824428081512451,1354.377,33.001,2478.869,1.609
1.75447416305542,1.9854248762130737,581.034,25.327,6851.673,1.072
2.0593838691711426,1.8108893632888794,168.721,17.203,831.349,1.072
0.8252325057983398,2.902111291885376,1582.072,34.949,8493.001,0.268
1.3321945667266846,0.4467032849788666,2595.983,42.253,38182.828,0.536
1.3457356691360474,2.6547341346740723,1749.782,33.994,5922.64,0.804
1.3987619876861572,1.5692399740219116,485.524,24.127,3126.893,0.536
1.8867892026901245,1.430256724357605,56.517,12.535,227.01,1.072
1.6094703674316406,1.3371456861495972,1929.094,39.343,13791.276,1.34
1.6993319988250732,1.1278797388076782,736.146,26.927,1538.283,0.536
2.6443262100219727,2.3392438888549805,1180.298,31.684,3961.82,0.0
1.8038052320480347,2.337148666381836,1074.764,30.516,16504.413,1.072
1.0263746976852417,0.7000607848167419,364.391,22.991,7865.831,3.217
2.343404769897461,1.7683589458465576,99.3,14.754,333.119,0.0
1.3348100185394287,2.7127761840820312,1459.292,33.205,8494.085,0.0
1.6447938680648804,1.7747507095336914,978.569,29.98,8035.691,0.0
2.410677433013916,1.1606085300445557,1941.175,39.324,18066.072,1.34
3.0606093406677246,1.7937302589416504,300.941,20.043,1758.193,1.072
2.1628739833831787,2.03834867477417,1285.568,32.335,16458.675,1.072
1.7746407985687256,1.365822672843933,200.094,18.382,1869.923,0.0
1.5305086374282837,1.7995564937591553,417.892,23.244,1563.445,2.145
1.621867299079895,2.110572576522827,2151.434,39.085,9493.186,1.072
1.8321771621704102,1.9771479368209839,872.343,28.896,13715.838,1.072
2.213087320327759,2.0759263038635254,94.647,14.453,512.046,1.609
2.3308846950531006,1.477452039718628,653.055,27.09,7563.479,2.681
2.0237693786621094,0.9981422424316406,453.928,23.78,6629.18,1.609
2.217397928237915,1.4216837882995605,318.182,22.178,4063.987,1.609
2.225904941558838,3.473405122756958,1444.422,32.113,11892.214,1.877
2.275437355041504,2.0702881813049316,1031.844,29.164,6765.482,2.145
2.3442816734313965,2.7398056983947754,211.798,19.032,1728.462,0.0
1.5148265361785889,1.1367708444595337,300.544,20.763,4078.536,1.072
2.163997173309326,2.2295384407043457,480.637,24.497,1621.843,0.536
1.8011571168899536,2.707149028778076,614.065,25.711,3187.75,0.268
2.467179775238037,2.7681984901428223,136.364,16.407,1395.643,0.536
1.929668664932251,0.8969675898551941,685.161,26.606,6731.649,1.072
1.8590998649597168,1.2641246318817139,165.91,17.482,1189.742,0.268
1.5135159492492676,0.8388697504997253,1548.695,35.123,28854.052,2.145
2.6986005306243896,2.272026538848877,89.305,14.62,645.562,0.536
2.0661563873291016,1.2933454513549805,889.869,29.118,7260.304,1.072
1.7804347276687622,1.682746171951294,103.115,15.31,847.05,1.072
2.1299219131469727,1.584966778755188,1428.277,33.657,6966.664,0.536
2.2087972164154053,2.6151602268218994,2999.945,39.635,10547.298,0.268
1.6356475353240967,1.396117925643921,1051.902,30.589,7750.489,0.268
1.7192630767822266,0.49763527512550354,1415.72,34.784,15106.079,0.804
2.2721428871154785,2.5525894165039062,519.411,24.244,1700.979,1.072
2.536055326461792,1.9935344457626343,616.078,26.252,4521.396,2.145
2.723461627960205,2.3571360111236572,796.25,27.187,6356.927,0.0
2.275907278060913,1.7692207098007202,265.006,19.941,1869.665,0.0
2.6438183784484863,1.7681938409805298,170.651,17.241,536.575,0.0
1.5044057369232178,0.5938085913658142,738.188,28.053,5028.421,1.609
1.9648889303207397,1.996421217918396,1364.834,32.928,7283.216,1.877
1.4925001859664917,2.092866897583008,951.524,29.37,3852.733,0.804
2.5003674030303955,1.5458403825759888,845.217,29.345,3906.617,1.072
2.3189470767974854,1.7324739694595337,175.131,17.722,338.442,0.0
2.1498286724090576,2.2217841148376465,480.04,24.578,7623.495,2.681
2.400662899017334,2.075455665588379,492.721,25.183,3249.976,0.536
2.356437921524048,2.178757905960083,323.774,20.381,1955.731,0.536
2.2753844261169434,1.1002469062805176,57.009,12.508,204.719,0.0
2.3918941020965576,2.266529083251953,294.036,20.185,4201.913,0.0
0.7773787975311279,0.847474992275238,1276.658,32.564,10603.159,2.949
2.1777632236480713,2.6664175987243652,1062.209,30.472,9980.863,1.072
1.3981285095214844,0.8867120146751404,913.13,31.07,6558.777,1.34
1.6821916103363037,1.0966051816940308,1207.688,33.855,10788.42,0.0
1.6829761266708374,2.5326271057128906,795.52,26.772,5968.664,2.145
2.5335137844085693,2.0835306644439697,1543.353,32.465,14357.911,1.072
0.896144449710846,2.5176432132720947,648.618,26.615,14566.914,2.145
1.6829686164855957,1.3940402269363403,561.706,25.321,3585.39,0.0
1.536131739616394,1.7127047777175903,913.056,29.397,6678.102,1.072
2.672654390335083,1.8274801969528198,176.873,17.394,1005.991,1.072
1.1857138872146606,2.0558252334594727,1269.124,33.812,12746.141,0.804
2.040295124053955,2.2458295822143555,535.145,24.189,2700.814,1.072
1.0333330631256104,0.9213789701461792,751.105,27.84,7814.527,1.072
3.182081460952759,3.014690399169922,384.596,22.168,3172.281,1.609
1.8781275749206543,2.5939769744873047,867.166,28.387,3923.553,1.609
3.1746137142181396,0.7878944277763367,140.646,17.018,511.159,1.609
2.4061222076416016,1.4805188179016113,399.621,22.744,2356.812,1.072
2.5260281562805176,0.7028821706771851,789.131,28.347,7721.758,1.34
2.364084005355835,2.371950149536133,137.859,16.046,849.133,0.0
2.0198934078216553,1.978760838508606,1173.98,30.314,6351.959,0.0
1.351235032081604,2.428530693054199,483.759,24.126,10583.262,1.34
1.4174680709838867,2.162999153137207,2354.836,39.948,12154.895,0.0
2.0521607398986816,1.400430679321289,66.722,13.137,509.918,2.413
1.6950205564498901,1.7917779684066772,377.642,22.748,955.831,0.0
2.4626362323760986,3.1301801204681396,651.588,25.823,2307.181,0.0
2.6198079586029053,1.8689135313034058,283.5,20.092,5567.279,0.0
1.2058994770050049,2.1568827629089355,942.11,29.668,6752.699,1.072
3.295640468597412,1.1695020198822021,149.193,17.262,924.591,0.536
4.112098693847656,2.4554061889648438,134.895,15.647,505.864,3.217
0.885174036026001,0.7235549688339233,2589.255,43.377,54899.895,2.413
2.672647714614868,1.9360227584838867,567.499,25.121,2785.157,2.145
2.7515952587127686,1.742309331893921,109.364,15.13,267.295,1.072
2.430297374725342,2.900899648666382,202.964,17.728,2357.314,1.609
1.3615734577178955,2.081787347793579,1003.097,30.551,7194.124,1.34
2.558962821960449,2.356520175933838,981.07,30.015,18575.95,1.072
1.6131120920181274,2.7266249656677246,687.788,25.541,2154.718,0.0
2.0728225708007812,1.1969188451766968,1734.482,35.954,16515.089,0.0
1.5038540363311768,1.398790955543518,320.176,21.302,3206.459,2.145
1.5986248254776,1.7595444917678833,619.072,25.937,3052.998,0.268
1.6130152940750122,2.1109683513641357,925.167,30.002,9926.074,0.268
1.7825044393539429,1.0659438371658325,765.948,28.459,4053.478,0.0
3.1910412311553955,1.43367600440979,94.536,14.521,612.929,0.0
1.7085721492767334,1.211695671081543,174.078,18.078,2179.531,1.609
2.075591564178467,2.4176340103149414,453.354,22.968,1293.912,0.0
2.4291365146636963,1.1816966533660889,471.294,23.447,2228.363,0.536
2.0133509635925293,1.2664767503738403,659.308,26.344,3403.376,2.145
1.9204676151275635,1.5719997882843018,1408.134,34.778,5013.742,2.145
2.1958956718444824,2.7872023582458496,404.661,22.068,2287.404,0.536
2.739161252975464,2.06253719329834,414.708,22.411,2370.297,0.0
2.3001809120178223,2.5476088523864746,296.237,20.332,1883.506,1.072
3.2896668910980225,2.8173928260803223,144.632,16.29,387.501,0.536
2.2905445098876953,2.1916592121124268,646.037,26.916,4767.774,0.0
2.039674997329712,1.5605342388153076,1394.014,33.869,5691.792,0.536
1.8766438961029053,1.0810354948043823,302.196,21.037,2422.982,0.0
1.8568185567855835,1.8356775045394897,254.763,19.806,1321.48,0.804
0.7711490392684937,0.6908248662948608,942.313,30.056,19968.87,2.413
2.444565773010254,2.1623756885528564,68.63,13.281,261.264,1.34
2.829958200454712,2.7982218265533447,879.623,27.49,4343.254,0.0
2.1321730613708496,1.7408664226531982,89.194,14.452,1908.966,1.609
2.6947154998779297,1.402186393737793,38.266,11.324,292.129,1.34
2.071244239807129,0.8392291069030762,73.755,13.765,181.365,0.536
1.359052300453186,1.6623231172561646,1644.46,35.063,11345.271,0.268
1.8709237575531006,2.364403486251831,1232.169,30.542,8311.493,0.0
1.8766881227493286,1.9019012451171875,765.025,27.662,9763.421,0.804
1.922860026359558,2.5158119201660156,1537.472,33.98,11692.181,0.536
1.0893723964691162,1.608026146888733,1034.835,30.972,7657.928,0.536
1.2786285877227783,2.2307162284851074,522.082,25.904,3218.696,1.072
2.447493314743042,1.7800155878067017,44.162,11.442,416.203,1.34
1.6053752899169922,1.7446638345718384,719.402,28.633,7925.72,2.681
2.5603623390197754,1.1490164995193481,1545.941,34.163,2053.982,0.0
0.9566254615783691,1.1571075916290283,4154.592,46.646,30233.865,0.0
1.897493600845337,1.5336614847183228,1728.226,36.532,27039.738,2.413
2.7759480476379395,2.6333327293395996,1455.067,33.962,16642.84,1.34
2.2209713459014893,0.6761794686317444,466.932,23.844,1536.59,0.0
1.9060657024383545,1.2488232851028442,717.059,27.694,9020.239,2.145
1.2717419862747192,2.2002062797546387,755.388,28.101,19043.224,0.268
1.6270761489868164,1.1208969354629517,1092.45,32.713,26333.927,0.0
1.9485712051391602,1.3129595518112183,751.641,27.3,3706.607,1.609
3.2869973182678223,1.438781976699829,52.265,12.361,175.428,2.145
1.4785791635513306,2.5009336471557617,989.158,31.045,24037.018,2.681
1.1126494407653809,1.654839038848877,891.941,29.257,11893.665,0.536
2.4262335300445557,2.5871987342834473,991.658,29.139,7766.561,1.072
2.0563619136810303,0.685904324054718,140.901,17.222,942.785,3.217
1.8488681316375732,2.9046974182128906,900.879,28.004,4805.034,2.145
2.0094549655914307,2.4220082759857178,727.085,26.905,3368.789,1.609
1.9580011367797852,2.6689019203186035,244.543,19.276,1577.125,1.609
2.1100051403045654,1.4717066287994385,316.221,20.731,788.169,0.0
1.281478762626648,1.9171146154403687,509.464,25.108,4810.909,2.145
1.5273938179016113,2.662651538848877,527.911,24.428,5528.024,0.268
1.8572791814804077,0.6538171172142029,788.536,29.119,4203.646,0.0
2.7679288387298584,1.249563217163086,402.321,23.208,8462.271,2.681
1.6749117374420166,0.3557277023792267,1111.541,32.483,11229.22,1.072
2.0009238719940186,1.2034953832626343,307.566,21.163,1251.725,0.536
2.874081611633301,2.0216197967529297,511.428,24.054,3263.932,1.609
0.781893789768219,1.9708460569381714,1072.992,31.23,10769.173,2.681
1.0806244611740112,1.5886904001235962,1015.69,29.371,10943.583,0.536
0.9004256129264832,1.1171103715896606,3502.824,46.515,34445.206,0.536
2.0711281299591064,2.2010130882263184,839.588,28.66,9116.021,1.609
3.002393960952759,2.0078299045562744,91.228,14.221,814.682,0.0
2.720412492752075,2.705479860305786,283.97,19.716,2625.997,1.609
0.9425991773605347,1.442578673362732,1867.135,36.477,8236.146,0.536
1.453909993171692,1.282004475593567,687.132,27.823,6714.557,0.0
2.533189535140991,0.9364511966705322,1416.576,34.7,6399.054,0.268
2.3788959980010986,2.184147834777832,79.691,13.903,672.575,3.217
1.8925117254257202,2.0481340885162354,334.512,21.535,3925.854,2.145
2.2065658569335938,2.06149959564209,527.967,24.263,4680.766,0.804
2.3205626010894775,1.7994842529296875,182.571,17.939,757.616,3.217
1.7050212621688843,1.5345115661621094,3411.329,44.779,43116.473,2.145
1.0420726537704468,1.6735223531723022,839.326,28.707,9106.128,1.877
2.818463087081909,1.7562533617019653,231.266,18.939,1285.581,0.804
2.7313461303710938,2.193377733230591,136.569,16.481,496.11,1.072
1.4779168367385864,2.0810546875,906.647,27.945,2513.075,0.536
0.377315491437912,1.1206250190734863,1627.643,36.937,6926.62,0.0
1.569126844406128,0.8998948931694031,963.505,30.692,9182.946,0.268
1.0245918035507202,2.0820465087890625,1904.528,37.116,8183.035,0.0
2.3992345333099365,1.1455587148666382,148.193,16.95,1267.608,0.268
2.506767749786377,1.6784675121307373,176.552,18.24,1144.505,0.0
1.392078161239624,1.2346961498260498,547.841,25.008,3112.62,0.0
1.5081596374511719,1.8445677757263184,546.535,25.907,4123.12,1.072
1.93989896774292,1.8484398126602173,975.262,29.403,14563.247,0.0
1.4837493896484375,2.9467079639434814,568.749,24.597,6278.252,0.0
3.8336524963378906,2.777665138244629,141.583,15.923,1251.307,0.536
1.6008918285369873,1.4865176677703857,993.793,31.201,8384.313,1.072
1.2348774671554565,0.9605950117111206,579.253,25.39,4041.06,2.413
1.7406331300735474,2.1378369331359863,165.686,17.534,2813.375,1.609
1.6073386669158936,2.276090621948242,229.761,19.228,4136.036,3.217
2.5871148109436035,1.5377615690231323,396.179,23.741,842.414,0.536
1.6013344526290894,1.305686593055725,236.258,19.327,1156.775,0.268
1.7932347059249878,1.3237841129302979,66.385,13.173,514.905,3.217
2.194096565246582,1.0669540166854858,306.504,20.848,2403.92,1.609
2.8190906047821045,2.65049409866333,79.364,13.877,456.494,0.0
3.616593599319458,1.40383780002594,554.184,25.68,4641.473,1.072
1.0734994411468506,2.5004220008850098,2186.466,38.876,12636.132,0.0
0.14234399795532227,2.0161452293395996,367.628,21.789,14225.134,2.413
2.7738611698150635,2.2668604850769043,1061.363,31.307,19774.445,3.217
3.089571952819824,1.5104870796203613,181.231,17.924,1211.753,2.145
1.183732271194458,0.784697413444519,983.752,30.504,8574.981,0.0
1.652551293373108,1.9860252141952515,539.129,25.193,7261.952,1.609
0.5100521445274353,2.238370895385742,828.951,28.327,20138.176,1.877
3.102368116378784,1.857906460762024,121.144,15.369,633.43,0.0
2.6111981868743896,2.5264272689819336,363.394,21.69,3666.112,0.0
2.7139151096343994,2.5273611545562744,599.237,25.56,4180.05,1.609
2.654731273651123,0.6823210120201111,1522.198,36.141,12193.384,3.217
2.5847318172454834,1.5683575868606567,172.798,17.885,1355.925,2.681
2.4940271377563477,1.4049986600875854,256.169,20.123,1489.535,1.072
0.7992405295372009,0.7390871644020081,2043.252,40.399,9206.416,0.0
1.8755745887756348,1.6517075300216675,992.164,29.724,6091.204,0.536
2.3992068767547607,1.0300344228744507,161.508,17.465,2291.762,2.681
1.6251181364059448,2.853801727294922,943.902,28.574,5132.28,0.268
3.246412515640259,2.575084924697876,571.046,24.915,3017.359,1.072
2.155264377593994,2.806748390197754,1420.097,32.056,10629.006,0.804
4.0132269859313965,2.422995090484619,107.492,15.013,323.481,0.536
2.8011271953582764,3.1740167140960693,884.487,28.177,3424.221,0.0
1.4988865852355957,1.6611891984939575,992.627,31.36,3350.634,0.536
0.9252026081085205,1.2280601263046265,787.022,28.418,7694.151,2.413
2.572523355484009,1.7681961059570312,1545.091,35.33,14472.243,0.536
2.638200521469116,1.9972511529922485,525.475,24.542,1830.153,1.072
1.2139344215393066,1.6199945211410522,45.807,11.573,239.664,0.0
1.704116940498352,1.0732107162475586,1486.497,34.442,6939.376,0.0
2.8404762744903564,1.3695058822631836,373.966,22.79,2934.056,2.145
2.400442361831665,1.5618187189102173,613.472,25.576,4848.44,0.0
0.9798758029937744,1.3158671855926514,1052.96,31.22,7197.537,1.072
2.9793198108673096,2.1203179359436035,413.493,22.752,4684.673,0.536
2.9562788009643555,1.970575213432312,371.024,22.731,3256.426,0.804
1.9809844493865967,1.704409122467041,1461.538,35.474,9058.168,0.0
2.5118746757507324,2.366995334625244,965.876,30.809,14670.585,0.804
2.488961935043335,1.7501436471939087,279.024,19.589,2062.693,2.145
2.070242166519165,1.46115243434906,174.55,17.567,773.338,1.072
1.743579387664795,0.6304585933685303,1693.962,36.554,25055.342,0.536
2.634396553039551,2.8618764877319336,197.546,17.927,2363.95,0.0
2.110142469406128,0.8546649217605591,1544.655,36.079,13909.193,1.072
2.421096086502075,2.6832339763641357,334.625,20.663,1223.149,0.0
1.5487017631530762,1.2590696811676025,772.018,28.231,13704.649,0.536
1.7894158363342285,2.4842190742492676,768.588,28.149,8822.657,1.34
2.1985745429992676,2.084599494934082,45.117,11.441,265.789,0.0
2.1293818950653076,2.3811774253845215,648.801,25.567,10482.286,2.145
1.4263454675674438,1.556698203086853,514.274,24.785,8113.69,0.804
1.9697840213775635,1.6353460550308228,504.28,25.135,11869.678,1.877
1.5634359121322632,1.902025818824768,499.336,24.709,5475.628,1.072
2.3929085731506348,1.418135404586792,600.994,25.693,6951.719,1.072
2.723538398742676,1.856034517288208,251.482,19.589,1376.506,0.536
