encryption,compression,compressionBzip2,compressionGzip,compressionLzo,compressionZpaq,compressionLzma,unlimitedWindowSize,disableCompressibilityTesting,Level,ProcessorCount,MaxRam,Performance-,Benchmark-cpu-
0,0,0,0,0,0,0,0,0,9,3,18,12494.8,34.640769
0,0,0,0,0,0,0,0,0,1,4,18,10464.6,35.365273
0,0,0,0,0,0,0,0,0,2,4,18,10240.6,34.751636
0,0,0,0,0,0,0,0,0,3,4,18,10589.2,38.577424
0,0,0,0,0,0,0,0,0,4,4,18,10762.6,33.678545
0,0,0,0,0,0,0,0,0,5,4,18,11228,36.699394
0,0,0,0,0,0,0,0,0,6,4,18,11443,34.941364
0,0,0,0,0,0,0,0,0,7,4,18,12512.6,34.69859
0,0,0,0,0,0,0,0,0,8,4,18,12624,36.507802
0,0,0,0,0,0,0,0,0,9,4,18,12493.6,32.906667
0,0,0,0,0,0,0,1,0,1,1,2,10686,37.446364
0,0,0,0,0,0,0,1,0,2,1,2,10426.4,37.924727
0,0,0,0,0,0,0,1,0,3,1,2,10519.8,38.674545
0,0,0,0,0,0,0,1,0,4,1,2,10693,38.233091
0,0,0,0,0,0,0,1,0,5,1,2,11186,38.923333
0,0,0,0,0,0,0,1,0,6,1,2,11509.8,39.664849
0,0,0,0,0,0,0,1,0,7,1,2,12731,38.570385
0,0,0,0,0,0,0,1,0,8,1,2,12868.6,38.408681
0,0,0,0,0,0,0,1,0,9,1,2,12682.4,40.202051
0,0,0,0,0,0,0,1,0,1,2,2,10493.4,36.343455
0,0,0,0,0,0,0,1,0,2,2,2,10528.8,39.032182
0,0,0,0,0,0,0,1,0,3,2,2,10606.6,37.276727
0,0,0,0,0,0,0,1,0,4,2,2,11100.6,37.219909
0,0,0,0,0,0,0,1,0,5,2,2,11049.4,39.61597
0,0,0,0,0,0,0,1,0,6,2,2,11553.4,39.040303
0,0,0,0,0,0,0,1,0,7,2,2,12710,39.256538
0,0,0,0,0,0,0,1,0,8,2,2,12928.6,38.890018
0,0,0,0,0,0,0,1,0,9,2,2,12877.4,37.275
0,0,0,0,0,0,0,1,0,1,3,2,10444.8,38.437454
0,0,0,0,0,0,0,1,0,2,3,2,10378.8,36.788182
0,0,0,0,0,0,0,1,0,3,3,2,10732,39.312727
0,0,0,0,0,0,0,1,0,4,3,2,10673.2,36.967091
0,0,0,0,0,0,0,1,0,5,3,2,11310.8,40.684727
0,0,0,0,0,0,0,1,0,6,3,2,11388,38.326364
0,0,0,0,0,0,0,1,0,7,3,2,12721,38.611154
0,0,0,0,0,0,0,1,0,8,3,2,12764.6,38.957051
0,0,0,0,0,0,0,1,0,9,3,2,12775,38.913224
0,0,0,0,0,0,0,1,0,1,4,2,10460.8,38.365273
0,0,0,0,0,0,0,1,0,2,4,2,10349.8,37.205273
0,0,0,0,0,0,0,1,0,3,4,2,10547.6,37.901454
0,0,0,0,0,0,0,1,0,4,4,2,10754,40.870909
0,0,0,0,0,0,0,1,0,5,4,2,11141.8,37.566061
0,0,0,0,0,0,0,1,0,6,4,2,11394.8,39.914091
0,0,0,0,0,0,0,1,0,7,4,2,12647,39.864103
0,0,0,0,0,0,0,1,0,8,4,2,12687,39.45859
0,0,0,0,0,0,0,1,0,9,4,2,12837,40.223077
0,0,0,0,0,0,0,1,0,1,1,6,10439,36.845091
0,0,0,0,0,0,0,1,0,2,1,6,10347.2,35.746727
0,0,0,0,0,0,0,1,0,3,1,6,10473.8,36.511636
0,0,0,0,0,0,0,1,0,4,1,6,10621.6,36.762364
0,0,0,0,0,0,0,1,0,5,1,6,11036.6,37.696667
0,0,0,0,0,0,0,1,0,6,1,6,11223.6,35.579697
0,0,0,0,0,0,0,1,0,7,1,6,12472.4,39.276154
0,0,0,0,0,0,0,1,0,8,1,6,12500.2,39.197308
0,0,0,0,0,0,0,1,0,9,1,6,12491.8,37.673718
0,0,0,0,0,0,0,1,0,1,2,6,10431.4,39.165454
0,0,0,0,0,0,0,1,0,2,2,6,10368.6,38.073273
0,0,0,0,0,0,0,1,0,3,2,6,10379.8,37.189273
0,0,0,0,0,0,0,1,0,4,2,6,10588.8,37.854364
0,0,0,0,0,0,0,1,0,5,2,6,10984.2,37.037273
0,0,0,0,0,0,0,1,0,6,2,6,11255.2,37.835303
0,0,0,0,0,0,0,1,0,7,2,6,12513.4,38.556026
0,0,0,0,0,0,0,1,0,8,2,6,12429.4,38.898205
0,0,0,0,0,0,0,1,0,9,2,6,12553.6,38.000128
0,0,0,0,0,0,0,1,0,1,3,6,10596.8,35.115636
0,0,0,0,0,0,0,1,0,2,3,6,10255,35.600364
0,0,0,0,0,0,0,1,0,3,3,6,10373.6,37.160727
0,0,0,0,0,0,0,1,0,4,3,6,10643.4,36.882364
0,0,0,0,0,0,0,1,0,5,3,6,10989,37.043091
0,0,0,0,0,0,0,1,0,6,3,6,11239.8,35.306818
0,0,0,0,0,0,0,1,0,7,3,6,12533.6,38.261026
0,0,0,0,0,0,0,1,0,8,3,6,12725.8,38.500275
0,0,0,0,0,0,0,1,0,9,3,6,12570.6,38.037821
0,0,0,0,0,0,0,1,0,1,4,6,10665.4,37.429121
0,0,0,0,0,0,0,1,0,2,4,6,10466.4,37.190727
0,0,0,0,0,0,0,1,0,3,4,6,10336.6,37.262364
0,0,0,0,0,0,0,1,0,4,4,6,10589.8,37.471394
0,0,0,0,0,0,0,1,0,5,4,6,10955.6,38.703818
0,0,0,0,0,0,0,1,0,6,4,6,11254.2,36.208636
0,0,0,0,0,0,0,1,0,7,4,6,12518.6,37.756026
0,0,0,0,0,0,0,1,0,8,4,6,12581.8,37.835385
0,0,0,0,0,0,0,1,0,9,4,6,12501,37.44141
0,0,0,0,0,0,0,1,0,1,1,18,10387.2,35.010727
0,0,0,0,0,0,0,1,0,2,1,18,10233.4,35.643091
0,0,0,0,0,0,0,1,0,3,1,18,10472,36.600364
0,0,0,0,0,0,0,1,0,4,1,18,10630.6,36.973818
0,0,0,0,0,0,0,1,0,5,1,18,11032.6,36.485212
0,0,0,0,0,0,0,1,0,6,1,18,11506.6,37.4
0,0,0,0,0,0,0,1,0,7,1,18,12452.2,33.851667
0,0,0,0,0,0,0,1,0,8,1,18,12505.2,36.245897
0,0,0,0,0,0,0,1,0,9,1,18,12603.2,35.48718
0,0,0,0,0,0,0,1,0,1,2,18,10398.2,34.377091
0,0,0,0,0,0,0,1,0,2,2,18,10361,36.473091
0,0,0,0,0,0,0,1,0,3,2,18,10519.6,33.770909
0,0,0,0,0,0,0,1,0,4,2,18,10633.6,35.836545
0,0,0,0,0,0,0,1,0,5,2,18,11237,33.967727
0,0,0,0,0,0,0,1,0,6,2,18,11360.8,35.194697
0,0,0,0,0,0,0,1,0,7,2,18,12541.8,34.588718
0,0,0,0,0,0,0,1,0,8,2,18,12355.8,34.659744
0,0,0,0,0,0,0,1,0,9,2,18,12498.6,35.474872
0,0,0,0,0,0,0,1,0,1,3,18,10343,33.406
0,0,0,0,0,0,0,1,0,2,3,18,10595.4,35.123394
0,0,0,0,0,0,0,1,0,3,3,18,10448,34.694727
0,0,0,0,0,0,0,1,0,4,3,18,10552.2,33.8
0,0,0,0,0,0,0,1,0,5,3,18,11210.4,37.96697
0,0,0,0,0,0,0,1,0,6,3,18,11322.6,34.051212
0,0,0,0,0,0,0,1,0,7,3,18,12718.2,35.127839
0,0,0,0,0,0,0,1,0,8,3,18,12572.2,35.331538
0,0,0,0,0,0,0,1,0,9,3,18,12379.2,33.992051
0,0,0,0,0,0,0,1,0,1,4,18,10468.2,37.144546
0,0,0,0,0,0,0,1,0,2,4,18,10199,34.692
0,0,0,0,0,0,0,1,0,3,4,18,10394.6,35.523818
0,0,0,0,0,0,0,1,0,4,4,18,10741.4,36.658909
0,0,0,0,0,0,0,1,0,5,4,18,10973.8,34.506
0,0,0,0,0,0,0,1,0,6,4,18,11493.2,36.340734
0,0,0,0,0,0,0,1,0,7,4,18,12382.8,33.843718
0,0,0,0,0,0,0,1,0,8,4,18,12468,36.185384
0,0,0,0,0,0,0,1,0,9,4,18,12609.2,37.181611
1,0,0,0,0,0,0,0,0,1,1,2,15131.4,31.529445
1,0,0,0,0,0,0,0,0,2,1,2,15491.4,31.7685
1,0,0,0,0,0,0,0,0,3,1,2,15266.6,33.38075
1,0,0,0,0,0,0,0,0,4,1,2,15141.6,36.664083
1,0,0,0,0,0,0,0,0,5,1,2,15442.8,37.425
1,0,0,0,0,0,0,0,0,6,1,2,17165.8,36.58085
1,0,0,0,0,0,0,0,0,7,1,2,20841.2,33.006429
1,0,0,0,0,0,0,0,0,8,1,2,21504.6,32.820251
1,0,0,0,0,0,0,0,0,9,1,2,21204.8,31.952351
1,0,0,0,0,0,0,0,0,1,2,2,14749.2,32.568095
1,0,0,0,0,0,0,0,0,2,2,2,14858.2,32.398762
1,0,0,0,0,0,0,0,0,3,2,2,15040.6,33.148381
1,0,0,0,0,0,0,0,0,4,2,2,15250.2,35.361333
1,0,0,0,0,0,0,0,0,5,2,2,15462.6,34.799083
1,0,0,0,0,0,0,0,0,6,2,2,17104,34.088676
1,0,0,0,0,0,0,0,0,7,2,2,20909.8,33.497286
1,0,0,0,0,0,0,0,0,8,2,2,21362,32.720502
1,0,0,0,0,0,0,0,0,9,2,2,21084.2,32.387632
1,0,0,0,0,0,0,0,0,1,3,2,14709.6,33.174
1,0,0,0,0,0,0,0,0,2,3,2,14942.2,33.052464
1,0,0,0,0,0,0,0,0,3,3,2,14897.2,33.21419
1,0,0,0,0,0,0,0,0,4,3,2,15176.4,35.653333
1,0,0,0,0,0,0,0,0,5,3,2,15467.2,34.78
1,0,0,0,0,0,0,0,0,6,3,2,17052.8,34.309118
1,0,0,0,0,0,0,0,0,7,3,2,20790.4,32.573191
1,0,0,0,0,0,0,0,0,8,3,2,21069.8,32.551316
1,0,0,0,0,0,0,0,0,9,3,2,21225.2,32.655472
1,0,0,0,0,0,0,0,0,1,4,2,14702.4,33.908
1,0,0,0,0,0,0,0,0,2,4,2,14877.2,33.07419
1,0,0,0,0,0,0,0,0,3,4,2,14898.8,33.659143
1,0,0,0,0,0,0,0,0,4,4,2,15382.6,34.403922
1,0,0,0,0,0,0,0,0,5,4,2,15778.2,34.777333
1,0,0,0,0,0,0,0,0,6,4,2,16809.8,34.148309
1,0,0,0,0,0,0,0,0,7,4,2,20810.4,33.872333
1,0,0,0,0,0,0,0,0,8,4,2,21031,34.101225
1,0,0,0,0,0,0,0,0,9,4,2,21430,33.337939
1,0,0,0,0,0,0,0,0,1,1,6,14617.8,33.148095
1,0,0,0,0,0,0,0,0,2,1,6,14795.2,32.931048
1,0,0,0,0,0,0,0,0,3,1,6,14729,32.592572
1,0,0,0,0,0,0,0,0,4,1,6,14235.4,35.402476
1,0,0,0,0,0,0,0,0,5,1,6,14714.2,34.645333
1,0,0,0,0,0,0,0,0,6,1,6,15258.6,35.06
1,0,0,0,0,0,0,0,0,7,1,6,17261.4,36.058954
1,0,0,0,0,0,0,0,0,8,1,6,17245.8,34.373399
1,0,0,0,0,0,0,0,0,9,1,6,17456,34.33719
1,0,0,0,0,0,0,0,0,1,2,6,14481.4,33.015048
1,0,0,0,0,0,0,0,0,2,2,6,14564.4,31.747238
1,0,0,0,0,0,0,0,0,3,2,6,14854.2,33.776
1,0,0,0,0,0,0,0,0,4,2,6,14317,35.320381
1,0,0,0,0,0,0,0,0,5,2,6,14730.4,35.046286
1,0,0,0,0,0,0,0,0,6,2,6,15332.4,36.292833
1,0,0,0,0,0,0,0,0,7,2,6,17483.2,32.756471
1,0,0,0,0,0,0,0,0,8,2,6,17503.2,35.33098
1,0,0,0,0,0,0,0,0,9,2,6,17122,35.12
1,0,0,0,0,0,0,0,0,1,3,6,14641.6,33.302476
1,0,0,0,0,0,0,0,0,2,3,6,14558,32.449238
1,0,0,0,0,0,0,0,0,3,3,6,14659,33.272571
1,0,0,0,0,0,0,0,0,4,3,6,14088.6,34.031751
1,0,0,0,0,0,0,0,0,5,3,6,14733.4,34.030286
1,0,0,0,0,0,0,0,0,6,3,6,15570.8,35.298667
1,0,0,0,0,0,0,0,0,7,3,6,17186.2,34.313137
1,0,0,0,0,0,0,0,0,8,3,6,17278.2,32.744706
1,0,0,0,0,0,0,0,0,9,3,6,17291.4,34.784052
1,0,0,0,0,0,0,0,0,1,4,6,14530.2,32.390953
1,0,0,0,0,0,0,0,0,2,4,6,14440,33.283524
1,0,0,0,0,0,0,0,0,3,4,6,15092.4,33.058857
1,0,0,0,0,0,0,0,0,4,4,6,14165.8,35.576
1,0,0,0,0,0,0,0,0,5,4,6,14572.2,35.468952
1,0,0,0,0,0,0,0,0,6,4,6,15299.6,35.567917
1,0,0,0,0,0,0,0,0,7,4,6,17240.2,33.73268
1,0,0,0,0,0,0,0,0,8,4,6,17271,34.97451
1,0,0,0,0,0,0,0,0,9,4,6,17198,35.934967
1,0,0,0,0,0,0,0,0,1,1,18,14455.4,33.507619
1,0,0,0,0,0,0,0,0,2,1,18,14298,32.863524
1,0,0,0,0,0,0,0,0,3,1,18,14627.8,34.775048
1,0,0,0,0,0,0,0,0,4,1,18,14763,32.863905
1,0,0,0,0,0,0,0,0,5,1,18,15124.8,31.916
1,0,0,0,0,0,0,0,0,6,1,18,15465.2,33.9235
1,0,0,0,0,0,0,0,0,7,1,18,16702.8,32.71875
1,0,0,0,0,0,0,0,0,8,1,18,16769.6,34.013456
1,0,0,0,0,0,0,0,0,9,1,18,16634.8,31.649926
1,0,0,0,0,0,0,0,0,1,2,18,14514.2,33.91
1,0,0,0,0,0,0,0,0,2,2,18,14372.2,33.906571
1,0,0,0,0,0,0,0,0,3,2,18,14637.4,33.16019
1,0,0,0,0,0,0,0,0,4,2,18,14732.8,32.619047
1,0,0,0,0,0,0,0,0,5,2,18,15212.2,33.513286
1,0,0,0,0,0,0,0,0,6,2,18,15906.6,33.065387
1,0,0,0,0,0,0,0,0,7,2,18,16717.6,33.789044
1,0,0,0,0,0,0,0,0,8,2,18,16605,34.015294
1,0,0,0,0,0,0,0,0,9,2,18,16607,32.572794
1,0,0,0,0,0,0,0,0,1,3,18,14591.8,33.720857
1,0,0,0,0,0,0,0,0,2,3,18,15033,34.686048
1,0,0,0,0,0,0,0,0,3,3,18,14561.2,32.717238
1,0,0,0,0,0,0,0,0,4,3,18,14779.6,32.976
1,0,0,0,0,0,0,0,0,5,3,18,15245.2,34.340333
1,0,0,0,0,0,0,0,0,6,3,18,15601.2,33.690083
1,0,0,0,0,0,0,0,0,7,3,18,16832.2,32.433676
1,0,0,0,0,0,0,0,0,8,3,18,16665.2,32.788309
1,0,0,0,0,0,0,0,0,9,3,18,16565.8,32.590956
1,0,0,0,0,0,0,0,0,1,4,18,14585.4,33.421428
1,0,0,0,0,0,0,0,0,2,4,18,14838.4,33.743548
1,0,0,0,0,0,0,0,0,3,4,18,14806.2,32.569238
1,0,0,0,0,0,0,0,0,4,4,18,14836,33.283809
1,0,0,0,0,0,0,0,0,5,4,18,15299.4,33.8655
1,0,0,0,0,0,0,0,0,6,4,18,16074.6,32.813142
1,0,0,0,0,0,0,0,0,7,4,18,16770.8,33.068088
1,0,0,0,0,0,0,0,0,8,4,18,16767,34.07683
1,0,0,0,0,0,0,0,0,9,4,18,16736,32.042206
1,0,0,0,0,0,0,1,0,1,1,2,14624.4,33.922357
1,0,0,0,0,0,0,1,0,2,1,2,14202.8,33.73044
1,0,0,0,0,0,0,1,0,3,1,2,14197.8,36.647282
1,0,0,0,0,0,0,1,0,4,1,2,13181.2,39.66956
1,0,0,0,0,0,0,1,0,5,1,2,12479.6,43.911685
1,0,0,0,0,0,0,1,0,6,1,2,12860.2,43.112857
1,0,0,0,0,0,0,1,0,7,1,2,13879.4,43.158242
1,0,0,0,0,0,0,1,0,8,1,2,14806.2,42.046244
1,0,0,0,0,0,0,1,0,9,1,2,13963.2,43.66
1,0,0,0,0,0,0,1,0,1,2,2,14338.6,33.645524
1,0,0,0,0,0,0,1,0,2,2,2,14281,35.287714
1,0,0,0,0,0,0,1,0,3,2,2,14010.8,35.428022
1,0,0,0,0,0,0,1,0,4,2,2,13721,37.812015
1,0,0,0,0,0,0,1,0,5,2,2,12643,43.22282
1,0,0,0,0,0,0,1,0,6,2,2,13033.6,44.354158
1,0,0,0,0,0,0,1,0,7,2,2,13981.2,43.705062
1,0,0,0,0,0,0,1,0,8,2,2,14105.2,43.13159
1,0,0,0,0,0,0,1,0,9,2,2,13945,44.135275
1,0,0,0,0,0,0,1,0,1,3,2,14339.8,34.569524
1,0,0,0,0,0,0,1,0,2,3,2,14382.2,35.058762
1,0,0,0,0,0,0,1,0,3,3,2,13977.8,37.255714
1,0,0,0,0,0,0,1,0,4,3,2,13542,37.978462
1,0,0,0,0,0,0,1,0,5,3,2,12445,43.871667
1,0,0,0,0,0,0,1,0,6,3,2,12792,44.674359
1,0,0,0,0,0,0,1,0,7,3,2,13697.4,42.738791
1,0,0,0,0,0,0,1,0,8,3,2,13838.8,42.80115
1,0,0,0,0,0,0,1,0,9,3,2,13870.6,44.040659
1,0,0,0,0,0,0,1,0,1,4,2,14374.8,33.796762
1,0,0,0,0,0,0,1,0,2,4,2,14206.8,35.856381
1,0,0,0,0,0,0,1,0,3,4,2,14016.2,35.979458
1,0,0,0,0,0,0,1,0,4,4,2,13266.8,38.72945
1,0,0,0,0,0,0,1,0,5,4,2,12392,43.551044
1,0,0,0,0,0,0,1,0,6,4,2,12983.4,44.912967
1,0,0,0,0,0,0,1,0,7,4,2,13807.2,43.43
1,0,0,0,0,0,0,1,0,8,4,2,13986,43.307509
1,0,0,0,0,0,0,1,0,9,4,2,14058.4,43.618095
1,0,0,0,0,0,0,1,0,1,1,6,14367.4,34.513143
1,0,0,0,0,0,0,1,0,2,1,6,14296,34.851524
1,0,0,0,0,0,0,1,0,3,1,6,14542.2,34.03019
1,0,0,0,0,0,0,1,0,4,1,6,12602.2,39.728846
1,0,0,0,0,0,0,1,0,5,1,6,13208.8,39.91185
1,0,0,0,0,0,0,1,0,6,1,6,13393.6,38.524066
1,0,0,0,0,0,0,1,0,7,1,6,14575.8,39.938964
1,0,0,0,0,0,0,1,0,8,1,6,14365.6,41.221238
1,0,0,0,0,0,0,1,0,9,1,6,14517.2,39.174571
1,0,0,0,0,0,0,1,0,1,2,6,14375.8,33.845905
1,0,0,0,0,0,0,1,0,2,2,6,14299.2,33.67219
1,0,0,0,0,0,0,1,0,3,2,6,14138.6,33.759238
1,0,0,0,0,0,0,1,0,4,2,6,12824.4,40.092692
1,0,0,0,0,0,0,1,0,5,2,6,12922.6,40.492179
1,0,0,0,0,0,0,1,0,6,2,6,13302.6,39.482308
1,0,0,0,0,0,0,1,0,7,2,6,14381.4,40.977809
1,0,0,0,0,0,0,1,0,8,2,6,14464.4,41.057333
1,0,0,0,0,0,0,1,0,9,2,6,14357,37.725714
1,0,0,0,0,0,0,1,0,1,3,6,14278,34.447809
1,0,0,0,0,0,0,1,0,2,3,6,14222,33.554285
1,0,0,0,0,0,0,1,0,3,3,6,14394.6,34.389429
1,0,0,0,0,0,0,1,0,4,3,6,12491.6,39.184615
1,0,0,0,0,0,0,1,0,5,3,6,13010,40.770824
1,0,0,0,0,0,0,1,0,6,3,6,13265.8,38.712967
1,0,0,0,0,0,0,1,0,7,3,6,14433.8,38.62819
1,0,0,0,0,0,0,1,0,8,3,6,14402.8,39.854191
1,0,0,0,0,0,0,1,0,9,3,6,14337.2,39.225714
1,0,0,0,0,0,0,1,0,1,4,6,14349.4,35.173238
1,0,0,0,0,0,0,1,0,2,4,6,14141.8,33.832952
1,0,0,0,0,0,0,1,0,3,4,6,14389.4,33.037715
1,0,0,0,0,0,0,1,0,4,4,6,12496.8,38.780897
1,0,0,0,0,0,0,1,0,5,4,6,12993.2,40.356923
1,0,0,0,0,0,0,1,0,6,4,6,13451.8,38.003736
1,0,0,0,0,0,0,1,0,7,4,6,14307.2,39.022952
1,0,0,0,0,0,0,1,0,8,4,6,14362,39.636191
1,0,0,0,0,0,0,1,0,9,4,6,14416,38.983238
1,0,0,0,0,0,0,1,0,1,1,18,14624.4,34.04581
1,0,0,0,0,0,0,1,0,2,1,18,14309.6,34.256857
1,0,0,0,0,0,0,1,0,3,1,18,14547.4,34.889048
1,0,0,0,0,0,0,1,0,4,1,18,14865,31.808571
1,0,0,0,0,0,0,1,0,5,1,18,15231.4,33.251583
1,0,0,0,0,0,0,1,0,6,1,18,15503.2,33.662583
1,0,0,0,0,0,0,1,0,7,1,18,16544.8,34.0675
1,0,0,0,0,0,0,1,0,8,1,18,16473.2,31.71
1,0,0,0,0,0,0,1,0,9,1,18,16572,32.463529
1,0,0,0,0,0,0,1,0,1,2,18,14421.2,34.329619
1,0,0,0,0,0,0,1,0,2,2,18,14265,33.470952
1,0,0,0,0,0,0,1,0,3,2,18,14763,33.956881
1,0,0,0,0,0,0,1,0,4,2,18,14738.4,34.862381
1,0,0,0,0,0,0,1,0,5,2,18,15129.4,33.820167
1,0,0,0,0,0,0,1,0,6,2,18,15449.6,32.736167
