compressed_script,encryption,crypt_aes,crypt_blowfish,transaction_control,txc_mvlocks,txc_mvcc,txc_locks,table_type,memory_tables,cached_tables,small_cache,large_cache,logging,detailed_logging,no_write_delay,small_log,Benchmark-energy-,Benchmark-time-,Benchmark-cpu-
0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,7.1488,264.4,4.231625
0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,7.159,264.2,4.221184
0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,7.114,262.6,4.217653
0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,7.186,263,4.199008
0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,7.1508,262.6,4.167959
0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,7.1716,264,4.292919
0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,7.476,264,4.230325
0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,7.1768,262.6,4.127099
0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,7.1522,262.6,4.166144
0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,7.194,264,4.278479
0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,7.1846,264.2,4.289064
0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,7.1528,263,4.153901
0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,7.4602,263.8,4.200324
0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,7.4304,264,4.198327
0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,7.151,262,4.189451
0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,7.1618,264,4.29449
0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,7.111,263.6,4.221309
0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,13.5528,477.4,13.126027
0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,13.6274,478.8,13.12593
0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,13.5848,478.4,13.134282
0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,14.2742,479,13.189291
0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,14.2846,478.8,13.192905
0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,13.5836,478.4,13.144467
0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,13.5766,477.8,13.145536
0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,14.304,479,13.198238
0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,14.28,479.4,13.160685
0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,15.254,510.4,13.92294
0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,14.5582,511,13.93666
0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,14.601,511.4,13.918966
0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,15.342,511.2,13.976075
0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,15.286,511,13.959813
0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,14.563,511,13.922952
0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,14.577,511,13.931511
0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,15.2954,511.6,13.985982
0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,15.3022,510.8,13.954004
0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,14.5612,510.6,13.917034
0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,15.3294,511.4,13.987049
0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,14.5658,511.6,13.949922
0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,14.7006,511.8,13.930316
0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,14.583,511.6,13.932436
0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,14.5428,510.2,13.984289
0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,15.315,511.4,13.961768
0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,15.3178,511.2,13.968945
0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,14.5602,510.4,13.995823
0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,14.5476,510.6,13.962788
0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,15.362,511.4,13.970662
0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,15.339,511.4,14.104446
0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,14.5808,511.2,13.941411
0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,15.3504,511.2,14.032425
0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,14.5652,510.8,13.962526
0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,13.5748,478.4,13.165391
0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,14.2922,478.8,13.207569
0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,13.7548,479.8,13.198746
1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,7.3532,262.2,3.890455
1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,7.0972,262.4,4.089194
1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,7.0716,262.6,4.061874
1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,7.1094,262.8,4.038859
1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,7.4422,264,4.188514
1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,7.4068,263.4,4.162563
1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,7.1338,262.8,4.082107
1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,7.1494,262.4,4.103145
1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,7.4936,263.6,4.174382
1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,7.4654,263.8,4.159042
1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,7.4552,262.4,4.112263
1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,7.4502,262.8,4.137661
1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,7.4012,262.2,4.113759
1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,7.4806,264,4.171027
1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,7.484,264.2,4.193891
1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,7.4324,262.2,4.105852
1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,7.4542,262.6,4.065401
1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,7.5052,264,4.255133
1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,7.492,264,4.14779
1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,7.4778,262,4.135096
1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,7.515,263.8,4.290929
1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,7.48,263.6,4.190739
1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,7.1528,263,4.187176
1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,7.129,263.2,4.170622
1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,7.1782,262.6,4.192304
1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,7.5114,264,4.215361
1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,7.5026,264,4.237089
1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,7.124,263,4.139139
1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,7.1228,263,4.162863
1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,7.4858,263.4,4.244867
1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,7.5284,264.2,4.219195
1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,7.1358,262.6,4.191334
1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,7.5106,263.6,4.304095
1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,7.4836,264,4.219364
1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,7.1458,262.2,4.058682
1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,7.4594,263.8,4.20141
1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,7.4646,264,4.164867
1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,14.262,477.4,13.173288
1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,14.2926,476.8,13.166006
1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,13.8838,477.8,13.191065
1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,14.5936,480.4,13.164512
1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,14.2924,478.4,13.213286
1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,14.3356,477.4,13.182603
1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,13.9186,478.6,13.148257
1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,14.589,480.4,13.137154
1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,14.2684,478.6,13.183062
1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,15.2852,510.6,13.942732
1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,14.747,512,13.937244
1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,14.8168,510,13.931255
1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,14.7788,511.8,13.945171
1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,14.9652,511,13.965344
1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,14.8496,510.2,13.960303
1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,14.7948,511.4,13.913561
1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,14.984,511.2,13.995221
1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,14.9566,510.6,13.942579
1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,14.9046,511.2,13.934377
1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,14.9012,511.2,13.958294
1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,15.3886,512.8,13.937212
1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,15.3244,509.8,14.016871
1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,15.393,510,14.006595
1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,14.8734,510.8,13.971957
1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,15.7306,512.8,13.960912
1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,15.3334,510.4,14.016247
1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,15.3466,509.8,13.996441
1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,15.348,512.4,13.913096
1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,15.368,512.4,13.960267
1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,15.3746,510.4,13.984684
1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,14.8656,510.4,13.996029
1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,15.698,513,13.950797
1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,15.3514,510.8,13.994578
1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,13.846,477.8,13.186368
1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,14.5986,480.6,13.1764
1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,14.2686,478.6,13.177184
1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,7.0768,262,3.946518
1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,7.1036,262.2,3.968252
1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,7.4522,264,4.000304
1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,7.409,263.4,4.032972
1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,7.0582,262.4,3.931961
1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,7.319,262,3.918161
1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,7.1056,263.4,4.083698
1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,7.4022,263.6,4.014066
1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,7.0594,262.2,3.874385
1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,7.0498,262.4,3.864967
1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,7.0702,262.4,3.924988
1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,7.3828,263.4,3.932251
1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,7.3726,263,3.953614
1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,7.0354,262.4,3.91742
1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,7.0422,262.4,3.951702
1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,7.4022,263.4,3.928464
1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,7.3944,263.6,3.897353
1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,7.0582,262.4,3.869861
1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,7.0892,263.4,3.997679
1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,7.0646,263.6,3.974553
1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,7.3478,261.8,3.846988
1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,7.0882,262.4,3.878118
1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,7.0472,262.2,3.919176
1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,7.1222,263.4,4.045241
1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,7.1162,263.4,4.015538
1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,7.068,262,3.919342
1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,7.064,261.8,3.907503
1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,7.1042,263.8,4.029142
1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,7.069,263,4.031176
1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,7.0722,262.2,3.884823
1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,7.1048,263.6,4.0185
1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,7.1302,263.2,4.064423
1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,7.4064,262.2,3.966879
1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,7.0978,263.8,4.0782
1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,7.12,263.8,4.041634
0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,7.1026,262.4,4.065047
0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,7.0746,262.4,4.014
0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,7.3976,263.4,3.933153
0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,7.4364,263.6,4.039179
0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,7.0476,262.2,4.02719
0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,7.4576,264.8,3.851875
0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,7.4574,263.6,4.031992
0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,7.4454,264,4.042205
0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,7.3112,262.4,3.829974
0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,7.175,264.6,3.871296
0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,7.0498,262.2,3.880834
0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,7.1016,263.6,4.001052
0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,7.1494,263.2,3.979328
0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,6.6764,248.8,2.075708
0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,7.0924,262.2,3.903213
0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,7.115,263.2,4.00436
0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,7.093,263.2,4.019269
0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,7.0952,262,3.884708
0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,7.202,265.6,3.969261
0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,7.0684,263.8,3.961541
0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,7.4644,264.8,3.909824
0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,7.189,264.6,3.923049
0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,7.4542,264.8,3.898661
0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,7.4652,266,3.940293
0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,7.5394,266,4.008753
0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,7.0644,262.2,3.850551
0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,7.1382,264.2,3.901597
0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,7.0978,263.2,4.000959
0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,7.2308,265.8,3.996766
0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,7.4688,264.4,3.881042
0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,7.155,263.4,4.020444
0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,7.4102,263.4,3.974357
0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,7.0528,262.6,4.0782
0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,7.4012,263.8,3.990099
0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,7.3864,263.6,4.020133
1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,7.4052,249.8,2.106908
