twoPass,quality,bestQuality,goodQuality,rtQuality,constantBitrate,autoAltRef,noAltRef,allowResize,Threads,TokenParts,ArnrMaxFrames,ArnrStrength,Performance-,Energy-,Cpu-
0,1,0,0,1,0,0,0,0,2,1,0,3,6504.2,306.4,37.962381
0,1,0,0,1,0,0,0,0,3,1,0,3,5717.2,275,43.668667
0,1,0,0,1,0,0,0,0,4,1,0,3,5547.4,286.2,45.610667
0,1,0,0,1,0,0,0,0,1,2,0,3,8258.2,317.8,30.566667
0,1,0,0,1,0,0,0,0,2,2,0,3,6487.8,283.8,40.742857
0,1,0,0,1,0,0,0,0,3,2,0,3,5901.2,319.4,42.352
0,1,0,0,1,0,0,0,0,4,2,0,3,5654,297,45.735333
0,1,0,0,1,0,0,0,0,1,0,5,3,8351.8,357.8,29.036667
0,1,0,0,1,0,0,0,0,2,0,5,3,6570,331.6,39.347143
0,1,0,0,1,0,0,0,0,3,0,5,3,5873.6,269.4,43.264667
0,1,0,0,1,0,0,0,0,4,0,5,3,5521.8,278,47.202
0,1,0,0,1,0,0,0,0,1,1,5,3,8223.8,311.4,26.845
0,1,0,0,1,0,0,0,0,2,1,5,3,6454.8,313.2,40.004762
0,1,0,0,1,0,0,0,0,3,1,5,3,5978.4,290.8,43.548
0,1,0,0,1,0,0,0,0,4,1,5,3,5743,313.4,44.930667
0,1,0,0,1,0,0,0,0,1,2,5,3,8196.2,330.8,30.2825
0,1,0,0,1,0,0,0,0,2,2,5,3,6210.6,254.2,41.748572
0,1,0,0,1,0,0,0,0,3,2,5,3,5980,262.2,46.146667
0,1,0,0,1,0,0,0,0,4,2,5,3,5607.8,285,46.586667
0,1,0,0,1,0,0,0,0,1,0,15,3,8323.2,321.2,28.713056
0,1,0,0,1,0,0,0,0,2,0,15,3,6351.8,279.8,40.871905
0,1,0,0,1,0,0,0,0,3,0,15,3,5843.2,280.6,45.53
0,1,0,0,1,0,0,0,0,4,0,15,3,5557.2,227,42.243333
0,1,0,0,1,0,0,0,0,1,1,15,3,8366.8,328.8,29.707222
0,1,0,0,1,0,0,0,0,2,1,15,3,6546.8,269,37.534762
0,1,0,0,1,0,0,0,0,3,1,15,3,5930.2,270.8,44.463333
0,1,0,0,1,0,0,0,0,4,1,15,3,5407.2,269.4,47.008
0,1,0,0,1,0,0,0,0,1,2,15,3,8211.2,370.8,28.953611
0,1,0,0,1,0,0,0,0,2,2,15,3,6622.4,301,40.741429
0,1,0,0,1,0,0,0,0,3,2,15,3,5908.4,274.6,42.752667
0,1,0,0,1,0,0,0,0,4,2,15,3,5628.4,256.4,47.028667
0,1,0,0,1,0,0,0,0,1,0,0,6,8351.8,335.4,32.377778
0,1,0,0,1,0,0,0,0,2,0,0,6,6492.6,278.6,39.638571
0,1,0,0,1,0,0,0,0,3,0,0,6,5806.8,296.6,42.844
0,1,0,0,1,0,0,0,0,4,0,0,6,5440.6,238.6,45.796667
0,1,0,0,1,0,0,0,0,1,1,0,6,8289.8,339.4,32.357778
0,1,0,0,1,0,0,0,0,2,1,0,6,6461.4,259.2,39.661905
0,1,0,0,1,0,0,0,0,3,1,0,6,6042.2,266.2,41.723333
0,1,0,0,1,0,0,0,0,4,1,0,6,5618,262.2,47.586667
0,1,0,0,1,0,0,0,0,1,2,0,6,8228.2,302.4,31.030556
0,1,0,0,1,0,0,0,0,2,2,0,6,6313.8,305.4,37.1
0,1,0,0,1,0,0,0,0,3,2,0,6,5748,264,45.011333
0,1,0,0,1,0,0,0,0,4,2,0,6,5650,289.8,47.038667
0,1,0,0,1,0,0,0,0,1,0,5,6,8309.2,325,29.184167
0,1,0,0,1,0,0,0,0,2,0,5,6,6560.4,281.8,39.700476
0,1,0,0,1,0,0,0,0,3,0,5,6,5920,269,43.341524
0,1,0,0,1,0,0,0,0,4,0,5,6,5373.2,229,43.954
0,1,0,0,1,0,0,0,0,1,1,5,6,8384.8,346.6,31.936945
0,1,0,0,1,0,0,0,0,2,1,5,6,6498.4,274,36.436667
0,1,0,0,1,0,0,0,0,3,1,5,6,5951.6,265.2,45.373333
0,1,0,0,1,0,0,0,0,4,1,5,6,5616.2,250.4,48.594
0,1,0,0,1,0,0,0,0,1,2,5,6,8187,333,28.559444
0,1,0,0,1,0,0,0,0,2,2,5,6,6337.6,290.4,41.868572
0,1,0,0,1,0,0,0,0,3,2,5,6,5841.2,284.2,45.29
0,1,0,0,1,0,0,0,0,4,2,5,6,5621,286,46.860667
0,1,0,0,1,0,0,0,0,1,0,15,6,8221,333.4,31.066944
0,1,0,0,1,0,0,0,0,2,0,15,6,6510,293.8,39.310952
0,1,0,0,1,0,0,0,0,3,0,15,6,6058.2,311.8,41.381048
0,1,0,0,1,0,0,0,0,4,0,15,6,5579.8,282.4,46.61
0,1,0,0,1,0,0,0,0,1,1,15,6,8182.4,338.6,31.606389
0,1,0,0,1,0,0,0,0,2,1,15,6,6422.8,262.2,39.469524
0,1,0,0,1,0,0,0,0,3,1,15,6,6043.2,304.4,46.498571
0,1,0,0,1,0,0,0,0,4,1,15,6,5449.8,275.4,43.312
0,1,0,0,1,0,0,0,0,1,2,15,6,8263.4,321.6,28.495
0,1,0,0,1,0,0,0,0,2,2,15,6,6338.4,267,37.818572
0,1,0,0,1,0,0,0,0,3,2,15,6,5988.2,286.8,45.413333
0,1,0,0,1,0,0,0,0,4,2,15,6,5714.6,253,46.919333
0,1,0,0,1,0,0,0,1,1,0,0,0,8365.8,310.6,29.953889
0,1,0,0,1,0,0,0,1,2,0,0,0,6389,307.4,40.394286
0,1,0,0,1,0,0,0,1,3,0,0,0,5890,306.2,45.07
0,1,0,0,1,0,0,0,1,4,0,0,0,5479.4,271.8,46.834
0,1,0,0,1,0,0,0,1,1,1,0,0,8313.8,321.4,30.236944
0,1,0,0,1,0,0,0,1,2,1,0,0,6515.6,272.6,41.429524
0,1,0,0,1,0,0,0,1,3,1,0,0,5801.2,272.8,40.796
0,1,0,0,1,0,0,0,1,4,1,0,0,5435.2,225.8,44.721333
0,1,0,0,1,0,0,0,1,1,2,0,0,8316,338.4,30.279167
0,1,0,0,1,0,0,0,1,2,2,0,0,6486.2,302.8,36.623333
0,1,0,0,1,0,0,0,1,3,2,0,0,5961.8,308.8,41.328667
0,1,0,0,1,0,0,0,1,4,2,0,0,5574.4,237.4,46.939333
0,1,0,0,1,0,0,0,1,1,0,5,0,8206,319.8,30.44
0,1,0,0,1,0,0,0,1,2,0,5,0,6468,288.8,40.266191
0,1,0,0,1,0,0,0,1,3,0,5,0,5871.2,265.4,43.212
0,1,0,0,1,0,0,0,1,4,0,5,0,5639,249.6,44.509333
0,1,0,0,1,0,0,0,1,1,1,5,0,8289.8,328,29.1225
0,1,0,0,1,0,0,0,1,2,1,5,0,6504.6,274.2,40.478095
0,1,0,0,1,0,0,0,1,3,1,5,0,5973,270.2,41.943333
0,1,0,0,1,0,0,0,1,4,1,5,0,5511,255.6,47.229333
0,1,0,0,1,0,0,0,1,1,2,5,0,8355.6,339.8,31.0025
0,1,0,0,1,0,0,0,1,2,2,5,0,6401,264.2,39.201428
0,1,0,0,1,0,0,0,1,3,2,5,0,5859.8,270.6,42.796667
0,1,0,0,1,0,0,0,1,4,2,5,0,5599.6,243.8,45.528667
0,1,0,0,1,0,0,0,1,1,0,15,0,8308.2,314.4,29.422222
0,1,0,0,1,0,0,0,1,2,0,15,0,6461.8,301,39.808095
0,1,0,0,1,0,0,0,1,3,0,15,0,6073.2,280.8,43.535905
0,1,0,0,1,0,0,0,1,4,0,15,0,5853,256.8,46.396476
0,1,0,0,1,0,0,0,1,1,1,15,0,8386.6,375,29.872222
0,1,0,0,1,0,0,0,1,2,1,15,0,6252.8,281.8,41.7
0,1,0,0,1,0,0,0,1,3,1,15,0,5856.2,296.2,41.673333
0,1,0,0,1,0,0,0,1,4,1,15,0,5593.2,283.2,46.311334
0,1,0,0,1,0,0,0,1,1,2,15,0,8318.8,359.4,30.976389
0,1,0,0,1,0,0,0,1,2,2,15,0,6425,281.6,41.871428
0,1,0,0,1,0,0,0,1,3,2,15,0,6109,272.4,44.964286
0,1,0,0,1,0,0,0,1,4,2,15,0,5433.4,224.4,43.720667
0,1,0,0,1,0,0,0,1,1,0,0,3,8257,330.6,30.163611
0,1,0,0,1,0,0,0,1,2,0,0,3,6462.8,290.4,39.414286
0,1,0,0,1,0,0,0,1,3,0,0,3,5958,266.4,43.95
0,1,0,0,1,0,0,0,1,4,0,0,3,5339.2,266.8,46.548
0,1,0,0,1,0,0,0,1,1,1,0,3,8323.2,336.2,31.136667
0,1,0,0,1,0,0,0,1,2,1,0,3,6550.6,279.4,40.808572
0,1,0,0,1,0,0,0,1,3,1,0,3,5851.8,262,40.466
0,1,0,0,1,0,0,0,1,4,1,0,3,5636.8,267.6,47.834
0,1,0,0,1,0,0,0,1,1,2,0,3,8336.6,323.6,31.045
0,1,0,0,1,0,0,0,1,2,2,0,3,6448.2,274.2,36.766667
0,1,0,0,1,0,0,0,1,3,2,0,3,6051,298.2,44.794762
0,1,0,0,1,0,0,0,1,4,2,0,3,5687.4,300.6,47.83
0,1,0,0,1,0,0,0,1,1,0,5,3,8277.8,338.6,30.048889
0,1,0,0,1,0,0,0,1,2,0,5,3,6430.6,302.2,39.977619
0,1,0,0,1,0,0,0,1,3,0,5,3,5895.2,309,43.303333
0,1,0,0,1,0,0,0,1,4,0,5,3,5416.6,247.8,46.854
0,1,0,0,1,0,0,0,1,1,1,5,3,8410.4,356.8,30.613889
0,1,0,0,1,0,0,0,1,2,1,5,3,6473,278.2,41.462857
0,1,0,0,1,0,0,0,1,3,1,5,3,5849.8,266.4,45.71
0,1,0,0,1,0,0,0,1,4,1,5,3,5562.2,263.8,46.807333
0,1,0,0,1,0,0,0,1,1,2,5,3,8265,330.2,28.741944
0,1,0,0,1,0,0,0,1,2,2,5,3,6475.4,300,39.313809
0,1,0,0,1,0,0,0,1,3,2,5,3,6003.8,316,41.443333
0,1,0,0,1,0,0,0,1,4,2,5,3,5724.2,264.6,47.314
0,1,0,0,1,0,0,0,1,1,0,15,3,8250.2,325.8,29.846667
0,1,0,0,1,0,0,0,1,2,0,15,3,6409,308,40.568571
0,1,0,0,1,0,0,0,1,3,0,15,3,5704.6,282.4,42.766
0,1,0,0,1,0,0,0,1,4,0,15,3,5577.8,281,48.263333
0,1,0,0,1,0,0,0,1,1,1,15,3,8366,339.8,31.476667
0,1,0,0,1,0,0,0,1,2,1,15,3,6692,280.6,40.628571
0,1,0,0,1,0,0,0,1,3,1,15,3,5879.2,271.8,46.47
0,1,0,0,1,0,0,0,1,4,1,15,3,5720.8,305.8,46.693333
0,1,0,0,1,0,0,0,1,1,2,15,3,8190,341.2,29.9375
0,1,0,0,1,0,0,0,1,2,2,15,3,6406.8,280,41.331429
0,1,0,0,1,0,0,0,1,3,2,15,3,5934.2,266,44.53
0,1,0,0,1,0,0,0,1,4,2,15,3,5602,264,44.777333
0,1,0,0,1,0,0,0,1,1,0,0,6,8265.6,315.6,30.977778
0,1,0,0,1,0,0,0,1,2,0,0,6,6519,285.6,40.12
0,1,0,0,1,0,0,0,1,3,0,0,6,5822.6,288,46.036667
0,1,0,0,1,0,0,0,1,4,0,0,6,5653,284.4,47.633333
0,1,0,0,1,0,0,0,1,1,1,0,6,8209.6,337.4,28.258611
0,1,0,0,1,0,0,0,1,2,1,0,6,6547.4,296.6,40.801428
0,1,0,0,1,0,0,0,1,3,1,0,6,5829.6,272.8,43.526667
0,1,0,0,1,0,0,0,1,4,1,0,6,5697.2,250.6,45.745333
0,1,0,0,1,0,0,0,1,1,2,0,6,8211.8,330.6,32.300833
0,1,0,0,1,0,0,0,1,2,2,0,6,6350.4,286.8,40.628571
0,1,0,0,1,0,0,0,1,3,2,0,6,6017.4,274,42.345333
0,1,0,0,1,0,0,0,1,4,2,0,6,5700,255.6,45.556
0,1,0,0,1,0,0,0,1,1,0,5,6,8104,328,31.578056
0,1,0,0,1,0,0,0,1,2,0,5,6,6552.2,313.4,37.876667
0,1,0,0,1,0,0,0,1,3,0,5,6,5856.6,312,42.472667
0,1,0,0,1,0,0,0,1,4,0,5,6,5649,274,47.960667
0,1,0,0,1,0,0,0,1,1,1,5,6,8302.2,363.6,29.734167
0,1,0,0,1,0,0,0,1,2,1,5,6,6516.8,312.8,38.304286
0,1,0,0,1,0,0,0,1,3,1,5,6,5841.6,292.8,45.946667
0,1,0,0,1,0,0,0,1,4,1,5,6,5729.2,242.8,43.212667
0,1,0,0,1,0,0,0,1,1,2,5,6,8261,319.2,32.600556
0,1,0,0,1,0,0,0,1,2,2,5,6,6479,269.8,42.017143
0,1,0,0,1,0,0,0,1,3,2,5,6,5810.8,273.8,46.39
0,1,0,0,1,0,0,0,1,4,2,5,6,5806.2,267.2,46.068
0,1,0,0,1,0,0,0,1,1,0,15,6,8303.4,327.2,29.813056
0,1,0,0,1,0,0,0,1,2,0,15,6,6576.8,296,41.417143
0,1,0,0,1,0,0,0,1,3,0,15,6,5778.8,290.4,43.963333
0,1,0,0,1,0,0,0,1,4,0,15,6,5595,251.4,44.365333
0,1,0,0,1,0,0,0,1,1,1,15,6,8246.8,345.4,31.817778
0,1,0,0,1,0,0,0,1,2,1,15,6,6393.8,251.6,39.792857
0,1,0,0,1,0,0,0,1,3,1,15,6,5911.6,269.6,44.254
0,1,0,0,1,0,0,0,1,4,1,15,6,5402,231,44.434667
0,1,0,0,1,0,0,0,1,1,2,15,6,8283.8,334.6,28.4675
0,1,0,0,1,0,0,0,1,2,2,15,6,6677.8,289.4,38.325238
0,1,0,0,1,0,0,0,1,3,2,15,6,5828.4,290.8,46.883333
0,1,0,0,1,0,0,0,1,4,2,15,6,5624.2,298.6,43.936667
0,1,0,0,1,1,0,0,0,1,0,0,0,7938.6,358,31.001429
0,1,0,0,1,1,0,0,0,2,0,0,0,6292,292.2,39.543809
0,1,0,0,1,1,0,0,0,3,0,0,0,5820.4,298.6,40.771333
0,1,0,0,1,1,0,0,0,4,0,0,0,5665.2,297.2,47.404
0,1,0,0,1,1,0,0,0,1,1,0,0,8001.4,345.6,31.91
0,1,0,0,1,1,0,0,0,2,1,0,0,6408.8,305.8,40.218571
0,1,0,0,1,1,0,0,0,3,1,0,0,5832.2,293.2,45.176666
0,1,0,0,1,1,0,0,0,4,1,0,0,5477,266.8,45.200667
0,1,0,0,1,1,0,0,0,1,2,0,0,7964.6,319.8,30.6875
0,1,0,0,1,1,0,0,0,2,2,0,0,6294.4,265.4,41.308095
0,1,0,0,1,1,0,0,0,3,2,0,0,5866.2,266.6,43.903333
0,1,0,0,1,1,0,0,0,4,2,0,0,5394.4,260.2,46.744667
0,1,0,0,1,1,0,0,0,1,0,5,0,7836.2,316.8,27.336072
0,1,0,0,1,1,0,0,0,2,0,5,0,6293.6,272.2,40.908095
0,1,0,0,1,1,0,0,0,3,0,5,0,5866.4,276,44.44
0,1,0,0,1,1,0,0,0,4,0,5,0,5640.2,239.4,44.556476
0,1,0,0,1,1,0,0,0,1,1,5,0,7921,320.4,31.1475
0,1,0,0,1,1,0,0,0,2,1,5,0,6549.6,273.2,37.663333
0,1,0,0,1,1,0,0,0,3,1,5,0,5735.4,280.2,45.2
0,1,0,0,1,1,0,0,0,4,1,5,0,5420.6,247.2,45.067333
0,1,0,0,1,1,0,0,0,1,2,5,0,8037.8,298.6,30.325
0,1,0,0,1,1,0,0,0,2,2,5,0,6338.2,264.6,39.784286
0,1,0,0,1,1,0,0,0,3,2,5,0,5653,284.4,43.242667
0,1,0,0,1,1,0,0,0,4,2,5,0,5491.8,281.4,43.660667
0,1,0,0,1,1,0,0,0,1,0,15,0,7986.2,327.6,31.725675
0,1,0,0,1,1,0,0,0,2,0,15,0,6175,276.2,38.703333
0,1,0,0,1,1,0,0,0,3,0,15,0,5510.2,247.6,45.573333
0,1,0,0,1,1,0,0,0,4,0,15,0,5412.6,268.6,44.920667
0,1,0,0,1,1,0,0,0,1,1,15,0,7677.8,317.2,32.65
0,1,0,0,1,1,0,0,0,2,1,15,0,6455.8,285.4,41.911429
0,1,0,0,1,1,0,0,0,3,1,15,0,5718.2,268.2,40.906667
0,1,0,0,1,1,0,0,0,4,1,15,0,5431,271.2,45.644667
0,1,0,0,1,1,0,0,0,1,2,15,0,7949.6,322,33.3275
0,1,0,0,1,1,0,0,0,2,2,15,0,6370.8,296.2,38.022857
0,1,0,0,1,1,0,0,0,3,2,15,0,5617.8,272.6,44.57
0,1,0,0,1,1,0,0,0,4,2,15,0,5479,240.4,48.038
0,1,0,0,1,1,0,0,0,1,0,0,3,7824.4,327.4,30.710357
0,1,0,0,1,1,0,0,0,2,0,0,3,6315.8,259,40.540476
0,1,0,0,1,1,0,0,0,3,0,0,3,5563.4,229,45.1
0,1,0,0,1,1,0,0,0,4,0,0,3,5412.6,246,44.487333
0,1,0,0,1,1,0,0,0,1,1,0,3,7970.6,333.8,31.215
0,1,0,0,1,1,0,0,0,2,1,0,3,6311.6,280.6,40.954286
0,1,0,0,1,1,0,0,0,3,1,0,3,5701.8,257.6,42.260667
0,1,0,0,1,1,0,0,0,4,1,0,3,5372.6,246.8,46.12
0,1,0,0,1,1,0,0,0,1,2,0,3,7998,319.2,29.641429
0,1,0,0,1,1,0,0,0,2,2,0,3,6348,277.4,37.609524
0,1,0,0,1,1,0,0,0,3,2,0,3,5620.2,241.6,46.796667
0,1,0,0,1,1,0,0,0,4,2,0,3,5459,287.6,46.998
0,1,0,0,1,1,0,0,0,1,0,5,3,7855.4,359.6,29.206429
0,1,0,0,1,1,0,0,0,2,0,5,3,6359.2,261,40.603809
0,1,0,0,1,1,0,0,0,3,0,5,3,5844.4,310.8,43.628666
0,1,0,0,1,1,0,0,0,4,0,5,3,5418.8,280.4,44.124
0,1,0,0,1,1,0,0,0,1,1,5,3,7859.4,330.2,33.1675
0,1,0,0,1,1,0,0,0,2,1,5,3,6054.4,275,38.553333
0,1,0,0,1,1,0,0,0,3,1,5,3,5669.6,288.8,40.261333
0,1,0,0,1,1,0,0,0,4,1,5,3,5443.8,286,46.471333
0,1,0,0,1,1,0,0,0,1,2,5,3,7910,325.8,32.63
0,1,0,0,1,1,0,0,0,2,2,5,3,6452.6,292,37.677619
0,1,0,0,1,1,0,0,0,3,2,5,3,5541,255.6,43.870667
0,1,0,0,1,1,0,0,0,4,2,5,3,5218.2,260.2,46.292
0,1,0,0,1,1,0,0,0,1,0,15,3,7974.6,335.6,30.800286
0,1,0,0,1,1,0,0,0,2,0,15,3,6098.2,280.4,42.183333
0,1,0,0,1,1,0,0,0,3,0,15,3,5657.4,267.2,41.885333
0,1,0,0,1,1,0,0,0,4,0,15,3,5289.8,278.6,41.788
0,1,0,0,1,1,0,0,0,1,1,15,3,7813.6,323.8,29.493214
0,1,0,0,1,1,0,0,0,2,1,15,3,6306.2,267.4,38.961429
0,1,0,0,1,1,0,0,0,3,1,15,3,5722.2,249.2,45.11
0,1,0,0,1,1,0,0,0,4,1,15,3,5460.8,243,45.544667
0,1,0,0,1,1,0,0,0,1,2,15,3,8003.8,330.4,30.013809
0,1,0,0,1,1,0,0,0,2,2,15,3,6354.2,270.8,41.594286
0,1,0,0,1,1,0,0,0,3,2,15,3,5759.4,246.4,41.214
0,1,0,0,1,1,0,0,0,4,2,15,3,5482.4,233.8,45.003333
0,1,0,0,1,1,0,0,0,1,0,0,6,7874.6,318.6,31.9525
0,1,0,0,1,1,0,0,0,2,0,0,6,6240.6,305.8,39.311905
0,1,0,0,1,1,0,0,0,3,0,0,6,5835,300.2,44.348095
0,1,0,0,1,1,0,0,0,4,0,0,6,5499.6,244.8,46.376667
0,1,0,0,1,1,0,0,0,1,1,0,6,8059.8,320.8,32.128889
0,1,0,0,1,1,0,0,0,2,1,0,6,6326.8,272.8,39.731905
0,1,0,0,1,1,0,0,0,3,1,0,6,5773.8,272.6,41.571333
0,1,0,0,1,1,0,0,0,4,1,0,6,5512.2,243.8,44.63
0,1,0,0,1,1,0,0,0,1,2,0,6,7880.2,315.6,31.4725
0,1,0,0,1,1,0,0,0,2,2,0,6,6272.4,261.2,37.712857
0,1,0,0,1,1,0,0,0,3,2,0,6,5685.4,238.2,44.326667
0,1,0,0,1,1,0,0,0,4,2,0,6,5456,265.4,48.426667
0,1,0,0,1,1,0,0,0,1,0,5,6,7914,325.6,28.896071
0,1,0,0,1,1,0,0,0,2,0,5,6,6284.8,283.4,37.982857
0,1,0,0,1,1,0,0,0,3,0,5,6,5666.4,239.4,44.914667
0,1,0,0,1,1,0,0,0,4,0,5,6,5457.6,227.6,46.306
0,1,0,0,1,1,0,0,0,1,1,5,6,7924.8,336.6,30.6575
0,1,0,0,1,1,0,0,0,2,1,5,6,6246,275.6,40.854286
0,1,0,0,1,1,0,0,0,3,1,5,6,5726,256.8,40.416
0,1,0,0,1,1,0,0,0,4,1,5,6,5469.6,257.4,45.796
0,1,0,0,1,1,0,0,0,1,2,5,6,7891.6,326.6,32.3975
0,1,0,0,1,1,0,0,0,2,2,5,6,6334,275.4,38.244762
0,1,0,0,1,1,0,0,0,3,2,5,6,5609.8,276.8,42.814
0,1,0,0,1,1,0,0,0,4,2,5,6,5251.2,274.6,45.588
0,1,0,0,1,1,0,0,0,1,0,15,6,7957.6,327,29.812857
0,1,0,0,1,1,0,0,0,2,0,15,6,6361,277,40.169048
0,1,0,0,1,1,0,0,0,3,0,15,6,5633.2,254.6,43.336667
0,1,0,0,1,1,0,0,0,4,0,15,6,5739.6,274.8,44.496191
0,1,0,0,1,1,0,0,0,1,1,15,6,7771.4,332.4,31.035357
0,1,0,0,1,1,0,0,0,2,1,15,6,6344.2,260,38.462857
0,1,0,0,1,1,0,0,0,3,1,15,6,5736,252.6,44.335333
0,1,0,0,1,1,0,0,0,4,1,15,6,5496,247.4,47.569333
0,1,0,0,1,1,0,0,0,1,2,15,6,7946.8,328.2,28.546071
0,1,0,0,1,1,0,0,0,2,2,15,6,6360.4,306.8,38.982857
0,1,0,0,1,1,0,0,0,3,2,15,6,5700.4,257,47.076667
0,1,0,0,1,1,0,0,0,4,2,15,6,5346.2,266.4,46.701333
0,1,0,0,1,1,0,0,1,1,0,0,0,7807.2,318.6,28.1325
0,1,0,0,1,1,0,0,1,2,0,0,0,6338.6,272,38.990476
0,1,0,0,1,1,0,0,1,3,0,0,0,5679.2,248.8,44.039333
0,1,0,0,1,1,0,0,1,4,0,0,0,5224.6,261,46.182667
0,1,0,0,1,1,0,0,1,1,1,0,0,7879.8,327,32.228333
0,1,0,0,1,1,0,0,1,2,1,0,0,6310.8,268.4,38.078095
0,1,0,0,1,1,0,0,1,3,1,0,0,5710.8,269.6,40.892
0,1,0,0,1,1,0,0,1,4,1,0,0,5385.4,272.6,43.729333
0,1,0,0,1,1,0,0,1,1,2,0,0,7896,329.8,31.7125
0,1,0,0,1,1,0,0,1,2,2,0,0,6118.6,284,40.674762
0,1,0,0,1,1,0,0,1,3,2,0,0,5451.6,279.4,42.988
0,1,0,0,1,1,0,0,1,4,2,0,0,5465.2,279,46.232
0,1,0,0,1,1,0,0,1,1,0,5,0,7926.6,329,31.839167
0,1,0,0,1,1,0,0,1,2,0,5,0,6260.4,271,37.774762
0,1,0,0,1,1,0,0,1,3,0,5,0,5818.4,295,43.121333
0,1,0,0,1,1,0,0,1,4,0,5,0,5499.4,266,46.342
0,1,0,0,1,1,0,0,1,1,1,5,0,7832.2,326.4,28.668928
0,1,0,0,1,1,0,0,1,2,1,5,0,6471.2,310.4,37.916667
0,1,0,0,1,1,0,0,1,3,1,5,0,5841.8,273,45.676667
0,1,0,0,1,1,0,0,1,4,1,5,0,5538.4,238.8,44.464667
0,1,0,0,1,1,0,0,1,1,2,5,0,7892.8,340.8,29.903214
0,1,0,0,1,1,0,0,1,2,2,5,0,6398.6,267.2,40.605714
0,1,0,0,1,1,0,0,1,3,2,5,0,5618.2,272,41.256667
0,1,0,0,1,1,0,0,1,4,2,5,0,5370.8,276.8,46.990667
0,1,0,0,1,1,0,0,1,1,0,15,0,7926.4,317.2,33.0825
0,1,0,0,1,1,0,0,1,2,0,15,0,6189.4,252.8,37.146667
0,1,0,0,1,1,0,0,1,3,0,15,0,5678.6,232.8,44.037333
0,1,0,0,1,1,0,0,1,4,0,15,0,5429.6,240,46.174
0,1,0,0,1,1,0,0,1,1,1,15,0,7890.2,332,28.929524
0,1,0,0,1,1,0,0,1,2,1,15,0,6281,265,39.130476
