twoPass,quality,bestQuality,goodQuality,rtQuality,constantBitrate,autoAltRef,noAltRef,allowResize,columnTiling,rowTiling,Threads,ArnrMaxFrames,ArnrStrength,Performance-,Cpu-
0,1,0,0,1,0,0,0,0,1,1,2,5,6,53623.2,6.420587
0,1,0,0,1,0,0,0,0,1,1,4,5,6,53342,6.41079
0,1,0,0,1,0,0,0,0,1,1,8,5,6,53385.4,6.321887
0,1,0,0,1,0,0,0,0,1,1,1,15,6,86465.6,3.835349
0,1,0,0,1,0,0,0,0,1,1,2,15,6,53763.2,6.474759
0,1,0,0,1,0,0,0,0,1,1,4,15,6,53580.8,6.446736
0,1,0,0,1,0,0,0,0,1,1,8,15,6,53458.8,6.221132
0,1,0,0,1,0,0,0,1,0,0,1,0,0,86483.8,3.908605
0,1,0,0,1,0,0,0,1,0,0,2,0,0,86730.8,3.753946
0,1,0,0,1,0,0,0,1,0,0,4,0,0,86322.6,3.869174
0,1,0,0,1,0,0,0,1,0,0,8,0,0,86511.6,3.918837
0,1,0,0,1,0,0,0,1,0,0,1,5,0,86700.2,3.882465
0,1,0,0,1,0,0,0,1,0,0,2,5,0,86414,3.917031
0,1,0,0,1,0,0,0,1,0,0,4,5,0,86536,3.936977
0,1,0,0,1,0,0,0,1,0,0,8,5,0,86250.4,3.76887
0,1,0,0,1,0,0,0,1,0,0,1,15,0,86317.8,3.883488
0,1,0,0,1,0,0,0,1,0,0,2,15,0,86294.2,3.858728
0,1,0,0,1,0,0,0,1,0,0,4,15,0,86535.8,3.846279
0,1,0,0,1,0,0,0,1,0,0,8,15,0,86387.2,3.821152
0,1,0,0,1,0,0,0,1,0,0,1,0,3,86404.2,3.872558
0,1,0,0,1,0,0,0,1,0,0,2,0,3,86591.4,3.825581
0,1,0,0,1,0,0,0,1,0,0,4,0,3,86395.4,3.870886
0,1,0,0,1,0,0,0,1,0,0,8,0,3,86702.8,3.922558
0,1,0,0,1,0,0,0,1,0,0,1,5,3,86458.6,3.842791
0,1,0,0,1,0,0,0,1,0,0,2,5,3,86492,3.952951
0,1,0,0,1,0,0,0,1,0,0,4,5,3,86479.4,3.889365
0,1,0,0,1,0,0,0,1,0,0,8,5,3,86483.2,3.875925
0,1,0,0,1,0,0,0,1,0,0,1,15,3,86524.8,3.909767
0,1,0,0,1,0,0,0,1,0,0,2,15,3,86658.6,3.941003
0,1,0,0,1,0,0,0,1,0,0,4,15,3,86467.2,3.889785
0,1,0,0,1,0,0,0,1,0,0,8,15,3,86517.4,3.90093
0,1,0,0,1,0,0,0,1,0,0,1,0,6,86565.8,3.830364
0,1,0,0,1,0,0,0,1,0,0,2,0,6,86240,3.88814
0,1,0,0,1,0,0,0,1,0,0,4,0,6,86602,3.894651
0,1,0,0,1,0,0,0,1,0,0,8,0,6,86445.8,3.90093
0,1,0,0,1,0,0,0,1,0,0,1,5,6,86508.8,3.75774
0,1,0,0,1,0,0,0,1,0,0,2,5,6,86480.8,3.883023
0,1,0,0,1,0,0,0,1,0,0,4,5,6,86331,3.888372
0,1,0,0,1,0,0,0,1,0,0,8,5,6,86555.4,3.886276
0,1,0,0,1,0,0,0,1,0,0,1,15,6,86425,3.877907
0,1,0,0,1,0,0,0,1,0,0,2,15,6,86460.4,3.868837
0,1,0,0,1,0,0,0,1,0,0,4,15,6,86702,3.893991
0,1,0,0,1,0,0,0,1,0,0,8,15,6,86560.8,3.887554
0,1,0,0,1,0,0,0,1,0,1,1,0,0,86701.6,3.91718
0,1,0,0,1,0,0,0,1,0,1,2,0,0,86850,3.920083
0,1,0,0,1,0,0,0,1,0,1,4,0,0,86608.8,3.908837
0,1,0,0,1,0,0,0,1,0,1,8,0,0,87177.8,3.950158
0,1,0,0,1,0,0,0,1,0,1,1,5,0,86582.8,3.847787
0,1,0,0,1,0,0,0,1,0,1,2,5,0,87058.8,3.880842
0,1,0,0,1,0,0,0,1,0,1,4,5,0,86637.4,3.856977
0,1,0,0,1,0,0,0,1,0,1,8,5,0,86797.2,3.850465
0,1,0,0,1,0,0,0,1,0,1,1,15,0,86583.6,3.812558
0,1,0,0,1,0,0,0,1,0,1,2,15,0,86788.6,3.853135
0,1,0,0,1,0,0,0,1,0,1,4,15,0,86457,3.889975
0,1,0,0,1,0,0,0,1,0,1,8,15,0,86638,3.886046
0,1,0,0,1,0,0,0,1,0,1,1,0,3,86686.8,3.936977
0,1,0,0,1,0,0,0,1,0,1,2,0,3,86812,3.899767
0,1,0,0,1,0,0,0,1,0,1,4,0,3,86466.4,3.832558
0,1,0,0,1,0,0,0,1,0,1,8,0,3,86745,3.881791
0,1,0,0,1,0,0,0,1,0,1,1,5,3,86229,3.892435
0,1,0,0,1,0,0,0,1,0,1,2,5,3,86757.8,3.913852
0,1,0,0,1,0,0,0,1,0,1,4,5,3,86634.6,3.822326
0,1,0,0,1,0,0,0,1,0,1,8,5,3,86665.8,3.899797
0,1,0,0,1,0,0,0,1,0,1,1,15,3,86498.4,3.880865
0,1,0,0,1,0,0,0,1,0,1,2,15,3,86809,3.872826
0,1,0,0,1,0,0,0,1,0,1,4,15,3,86835.4,3.996856
0,1,0,0,1,0,0,0,1,0,1,8,15,3,87019.2,3.902312
0,1,0,0,1,0,0,0,1,0,1,1,0,6,86599,3.896416
0,1,0,0,1,0,0,0,1,0,1,2,0,6,86703.2,3.942986
0,1,0,0,1,0,0,0,1,0,1,4,0,6,86354,3.755581
0,1,0,0,1,0,0,0,1,0,1,8,0,6,86581.6,3.884651
0,1,0,0,1,0,0,0,1,0,1,1,5,6,86799.4,3.828078
0,1,0,0,1,0,0,0,1,0,1,2,5,6,86494.6,4.101004
0,1,0,0,1,0,0,0,1,0,1,4,5,6,86674,3.843721
0,1,0,0,1,0,0,0,1,0,1,8,5,6,86561,3.906512
0,1,0,0,1,0,0,0,1,0,1,1,15,6,86724,3.884122
0,1,0,0,1,0,0,0,1,0,1,2,15,6,86940,3.889474
0,1,0,0,1,0,0,0,1,0,1,4,15,6,86726.4,3.918642
0,1,0,0,1,0,0,0,1,0,1,8,15,6,86702.2,3.808428
0,1,0,0,1,0,0,0,1,1,0,1,0,0,87204.2,3.845058
0,1,0,0,1,0,0,0,1,1,0,2,0,0,53664.8,6.465758
0,1,0,0,1,0,0,0,1,1,0,4,0,0,53283.4,6.359622
0,1,0,0,1,0,0,0,1,1,0,8,0,0,53505.6,6.432725
0,1,0,0,1,0,0,0,1,1,0,1,5,0,87235.6,3.838915
0,1,0,0,1,0,0,0,1,1,0,2,5,0,53480.4,6.342642
0,1,0,0,1,0,0,0,1,1,0,4,5,0,53441.8,6.40566
0,1,0,0,1,0,0,0,1,1,0,8,5,0,53704.6,6.475912
0,1,0,0,1,0,0,0,1,1,0,1,15,0,87412.6,3.871724
0,1,0,0,1,0,0,0,1,1,0,2,15,0,53605.2,6.376352
0,1,0,0,1,0,0,0,1,1,0,4,15,0,53546.6,6.448882
0,1,0,0,1,0,0,0,1,1,0,8,15,0,53429.4,6.513878
0,1,0,0,1,0,0,0,1,1,0,1,0,3,87294.2,3.84046
0,1,0,0,1,0,0,0,1,1,0,2,0,3,53784.8,6.471915
0,1,0,0,1,0,0,0,1,1,0,4,0,3,53673.8,6.333885
0,1,0,0,1,0,0,0,1,1,0,8,0,3,53483,6.492739
0,1,0,0,1,0,0,0,1,1,0,1,5,3,87320.8,3.911264
0,1,0,0,1,0,0,0,1,1,0,2,5,3,53490,6.575451
0,1,0,0,1,0,0,0,1,1,0,4,5,3,53454.2,6.495618
0,1,0,0,1,0,0,0,1,1,0,8,5,3,53480.2,5.970566
0,1,0,0,1,0,0,0,1,1,0,1,15,3,87120.6,3.901358
0,1,0,0,1,0,0,0,1,1,0,2,15,3,53633.2,6.46796
0,1,0,0,1,0,0,0,1,1,0,4,15,3,53462.8,6.431957
0,1,0,0,1,0,0,0,1,1,0,8,15,3,53448,6.448658
0,1,0,0,1,0,0,0,1,1,0,1,0,6,87626.4,3.845287
0,1,0,0,1,0,0,0,1,1,0,2,0,6,53449,6.37805
0,1,0,0,1,0,0,0,1,1,0,4,0,6,53656.8,6.34986
0,1,0,0,1,0,0,0,1,1,0,8,0,6,53332.4,6.373585
0,1,0,0,1,0,0,0,1,1,0,1,5,6,87403.2,3.828276
0,1,0,0,1,0,0,0,1,1,0,2,5,6,53851.8,6.464116
0,1,0,0,1,0,0,0,1,1,0,4,5,6,53432.2,6.35246
0,1,0,0,1,0,0,0,1,1,0,8,5,6,53630.4,6.456995
0,1,0,0,1,0,0,0,1,1,0,1,15,6,87388.4,4.088506
0,1,0,0,1,0,0,0,1,1,0,2,15,6,53428,6.447547
0,1,0,0,1,0,0,0,1,1,0,4,15,6,53457,6.521754
0,1,0,0,1,0,0,0,1,1,0,8,15,6,53681.2,6.460957
0,1,0,0,1,0,0,0,1,1,1,1,0,0,86424.2,3.877368
0,1,0,0,1,0,0,0,1,1,1,2,0,0,53548.4,6.384919
0,1,0,0,1,0,0,0,1,1,1,4,0,0,53436.4,6.487904
0,1,0,0,1,0,0,0,1,1,1,8,0,0,53754.8,6.49276
0,1,0,0,1,0,0,0,1,1,1,1,5,0,86251.4,3.867617
0,1,0,0,1,0,0,0,1,1,1,2,5,0,53591.2,6.408966
0,1,0,0,1,0,0,0,1,1,1,4,5,0,53508.6,6.482355
0,1,0,0,1,0,0,0,1,1,1,8,5,0,53669.2,6.461747
0,1,0,0,1,0,0,0,1,1,1,1,15,0,86291.6,3.867417
0,1,0,0,1,0,0,0,1,1,1,2,15,0,53480.2,6.453585
0,1,0,0,1,0,0,0,1,1,1,4,15,0,53394.8,6.48717
0,1,0,0,1,0,0,0,1,1,1,8,15,0,53391,6.325381
0,1,0,0,1,0,0,0,1,1,1,1,0,3,86302.2,3.823953
0,1,0,0,1,0,0,0,1,1,1,2,0,3,53537.6,6.342034
0,1,0,0,1,0,0,0,1,1,1,4,0,3,53471.2,6.472599
0,1,0,0,1,0,0,0,1,1,1,8,0,3,53431.6,6.486415
0,1,0,0,1,0,0,0,1,1,1,1,5,3,86497.8,3.921163
0,1,0,0,1,0,0,0,1,1,1,2,5,3,53386.8,6.498113
0,1,0,0,1,0,0,0,1,1,1,4,5,3,53542.8,6.407743
0,1,0,0,1,0,0,0,1,1,1,8,5,3,53362,6.502264
0,1,0,0,1,0,0,0,1,1,1,1,15,3,86361.6,3.909217
0,1,0,0,1,0,0,0,1,1,1,2,15,3,53520.4,6.49262
0,1,0,0,1,0,0,0,1,1,1,4,15,3,53337.6,6.489993
0,1,0,0,1,0,0,0,1,1,1,8,15,3,53507.2,6.404577
0,1,0,0,1,0,0,0,1,1,1,1,0,6,86238.4,3.926635
0,1,0,0,1,0,0,0,1,1,1,2,0,6,53466.4,6.341132
0,1,0,0,1,0,0,0,1,1,1,4,0,6,53680.4,6.453886
0,1,0,0,1,0,0,0,1,1,1,8,0,6,53561.6,6.496967
0,1,0,0,1,0,0,0,1,1,1,1,5,6,86390.2,3.885116
0,1,0,0,1,0,0,0,1,1,1,2,5,6,53628.4,6.498491
0,1,0,0,1,0,0,0,1,1,1,4,5,6,53562.8,6.410174
0,1,0,0,1,0,0,0,1,1,1,8,5,6,53352.4,6.295892
0,1,0,0,1,0,0,0,1,1,1,1,15,6,86334.2,3.814544
0,1,0,0,1,0,0,0,1,1,1,2,15,6,53580,6.452397
0,1,0,0,1,0,0,0,1,1,1,4,15,6,53581.2,6.476555
0,1,0,0,1,0,0,0,1,1,1,8,15,6,53402.8,6.394088
0,1,0,0,1,1,0,0,0,0,0,1,0,0,95572.8,3.84062
0,1,0,0,1,1,0,0,0,0,0,2,0,0,95720.4,3.819162
0,1,0,0,1,1,0,0,0,0,0,4,0,0,95755.6,3.840421
0,1,0,0,1,1,0,0,0,0,0,8,0,0,95589.4,3.832421
0,1,0,0,1,1,0,0,0,0,0,1,5,0,95447.6,3.915304
0,1,0,0,1,1,0,0,0,0,0,2,5,0,95102,3.843178
0,1,0,0,1,1,0,0,0,0,0,4,5,0,95422.4,3.941294
0,1,0,0,1,1,0,0,0,0,0,8,5,0,95275.2,3.797357
0,1,0,0,1,1,0,0,0,0,0,1,15,0,95213.8,3.853498
0,1,0,0,1,1,0,0,0,0,0,2,15,0,95204.8,3.793944
0,1,0,0,1,1,0,0,0,0,0,4,15,0,95371,3.809263
0,1,0,0,1,1,0,0,0,0,0,8,15,0,95471,3.730995
0,1,0,0,1,1,0,0,0,0,0,1,0,3,95355.4,3.785447
0,1,0,0,1,1,0,0,0,0,0,2,0,3,94955.4,3.761061
0,1,0,0,1,1,0,0,0,0,0,4,0,3,95188.4,3.814302
0,1,0,0,1,1,0,0,0,0,0,8,0,3,95120,3.83142
0,1,0,0,1,1,0,0,0,0,0,1,5,3,95305.2,3.859932
0,1,0,0,1,1,0,0,0,0,0,2,5,3,95824.6,3.821531
0,1,0,0,1,1,0,0,0,0,0,4,5,3,95370.6,3.834068
0,1,0,0,1,1,0,0,0,0,0,8,5,3,95243.4,3.803698
0,1,0,0,1,1,0,0,0,0,0,1,15,3,95595.4,3.811861
0,1,0,0,1,1,0,0,0,0,0,2,15,3,95244.4,3.790105
0,1,0,0,1,1,0,0,0,0,0,4,15,3,95264.4,3.748962
0,1,0,0,1,1,0,0,0,0,0,8,15,3,95691.6,3.791789
0,1,0,0,1,1,0,0,0,0,0,1,0,6,95610,3.745666
0,1,0,0,1,1,0,0,0,0,0,2,0,6,95265,3.753895
0,1,0,0,1,1,0,0,0,0,0,4,0,6,95253.2,3.928856
0,1,0,0,1,1,0,0,0,0,0,8,0,6,95326.6,3.779993
0,1,0,0,1,1,0,0,0,0,0,1,5,6,95095.8,3.82843
0,1,0,0,1,1,0,0,0,0,0,2,5,6,95281,3.829263
0,1,0,0,1,1,0,0,0,0,0,4,5,6,95237.2,3.941805
0,1,0,0,1,1,0,0,0,0,0,8,5,6,95375.8,3.815187
0,1,0,0,1,1,0,0,0,0,0,1,15,6,95263.8,3.867198
0,1,0,0,1,1,0,0,0,0,0,2,15,6,95739.2,3.799158
0,1,0,0,1,1,0,0,0,0,0,4,15,6,94979.8,3.778226
0,1,0,0,1,1,0,0,0,0,0,8,15,6,95455.2,3.817846
0,1,0,0,1,1,0,0,0,0,1,1,0,0,94749,3.87436
0,1,0,0,1,1,0,0,0,0,1,2,0,0,95249.2,3.777897
0,1,0,0,1,1,0,0,0,0,1,4,0,0,95695.4,3.816765
0,1,0,0,1,1,0,0,0,0,1,8,0,0,95131,3.849606
0,1,0,0,1,1,0,0,0,0,1,1,5,0,95459.8,3.808421
0,1,0,0,1,1,0,0,0,0,1,2,5,0,95378.4,3.797961
0,1,0,0,1,1,0,0,0,0,1,4,5,0,95585.2,3.781553
0,1,0,0,1,1,0,0,0,0,1,8,5,0,95093.4,3.829734
0,1,0,0,1,1,0,0,0,0,1,1,15,0,95660.8,3.797768
0,1,0,0,1,1,0,0,0,0,1,2,15,0,95282.6,3.823934
0,1,0,0,1,1,0,0,0,0,1,4,15,0,95608.4,3.808618
0,1,0,0,1,1,0,0,0,0,1,8,15,0,95697.6,3.808977
0,1,0,0,1,1,0,0,0,0,1,1,0,3,95268.6,3.802976
0,1,0,0,1,1,0,0,0,0,1,2,0,3,95147.4,3.82191
0,1,0,0,1,1,0,0,0,0,1,4,0,3,95108.8,3.746799
0,1,0,0,1,1,0,0,0,0,1,8,0,3,95735.4,3.714947
0,1,0,0,1,1,0,0,0,0,1,1,5,3,95505.2,3.832421
0,1,0,0,1,1,0,0,0,0,1,2,5,3,95511,3.801937
0,1,0,0,1,1,0,0,0,0,1,4,5,3,95303.2,3.970231
0,1,0,0,1,1,0,0,0,0,1,8,5,3,94894.6,3.819776
0,1,0,0,1,1,0,0,0,0,1,1,15,3,95187.6,3.855991
0,1,0,0,1,1,0,0,0,0,1,2,15,3,95318,3.842016
0,1,0,0,1,1,0,0,0,0,1,4,15,3,95149,3.794647
0,1,0,0,1,1,0,0,0,0,1,8,15,3,95437.8,3.833474
0,1,0,0,1,1,0,0,0,0,1,1,0,6,95366.6,3.778425
0,1,0,0,1,1,0,0,0,0,1,2,0,6,95302.6,3.998316
0,1,0,0,1,1,0,0,0,0,1,4,0,6,95358.2,3.815062
0,1,0,0,1,1,0,0,0,0,1,8,0,6,94917.8,3.773962
0,1,0,0,1,1,0,0,0,0,1,1,5,6,95554.2,3.808673
0,1,0,0,1,1,0,0,0,0,1,2,5,6,95384.4,3.706526
0,1,0,0,1,1,0,0,0,0,1,4,5,6,95276,3.745691
0,1,0,0,1,1,0,0,0,0,1,8,5,6,95067.6,3.812801
0,1,0,0,1,1,0,0,0,0,1,1,15,6,95196,3.729498
0,1,0,0,1,1,0,0,0,0,1,2,15,6,95287.8,3.808636
0,1,0,0,1,1,0,0,0,0,1,4,15,6,95424.6,3.822526
0,1,0,0,1,1,0,0,0,0,1,8,15,6,95574.2,3.836354
0,1,0,0,1,1,0,0,0,1,0,1,0,0,95130.6,3.827265
0,1,0,0,1,1,0,0,0,1,0,2,0,0,57975.8,6.42
0,1,0,0,1,1,0,0,0,1,0,4,0,0,58034.4,6.376552
0,1,0,0,1,1,0,0,0,1,0,8,0,0,58148.6,6.583448
0,1,0,0,1,1,0,0,0,1,0,1,5,0,95039.2,3.810043
0,1,0,0,1,1,0,0,0,1,0,2,5,0,57932.8,6.28853
0,1,0,0,1,1,0,0,0,1,0,4,5,0,58187.4,6.385172
