no_asm,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,rc_lookahead_20,rc_lookahead_40,rc_lookahead_60,ref,ref_1,ref_5,ref_9,core,core1,core2,core3,core4,Benchmark-iperf-,Benchmark-cpu-
1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,87.288,25.645656
1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,46.38,47.909806
1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,31.216,69.881573
1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,36.164,91.764449
1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,132.954,25.45776
1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,70.884,47.713931
1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,50.268,67.104706
1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,50.434,91.177169
1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,184.508,25.369606
1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,98.794,47.642781
1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,71.098,65.283204
1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,23.178,90.818442
1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,86.752,25.850225
1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,45.96,47.446
1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,31.208,70.262003
1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,35.556,91.129206
1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,132.104,25.28028
1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,70.38,47.884889
1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,50.19,66.961159
1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,50.016,91.096
1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,183.728,25.216505
1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,98.636,47.607858
1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,71.014,65.120845
1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,23.148,90.597391
1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,86.776,25.702408
1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,45.93,47.878829
1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,31,70.545957
1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,35.664,92.433168
1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,132.146,25.135023
1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,70.476,47.620668
1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,50.458,65.077424
1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,50.19,91.441082
1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,183.844,25.425673
1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,98.556,47.03531
1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,71.134,65.765686
1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,23.178,90.274456
1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,86.802,25.802655
1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,45.894,47.338251
1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,31.154,68.032258
1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,35.924,91.405111
1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,132.308,25.285826
1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,70.59,47.517549
1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,50.296,65.224447
1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,50.272,91.599834
1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,183.864,25.894848
1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,98.726,47.225832
1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,71.242,64.876811
1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,21.906,88.8277
1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,79.25,25.600405
1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,42.334,48.048025
1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,28.938,67.06777
1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,30.204,90.319376
1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,110.394,25.631824
1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,58.852,47.763343
1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,41.07,67.711037
1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,40.79,91.741244
1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,149.592,25.391031
1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,79.904,47.63811
1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,56.06,67.945357
1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,22.664,84.497391
1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,80.102,25.7383
1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,42.904,47.15639
1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,29.632,67.517353
1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,30.64,88.373457
1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,110.968,25.121162
1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,59.44,47.162198
1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,41.368,67.142323
1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,41.228,90.931299
1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,150.036,25.495182
1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,80.554,47.591577
1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,56.438,67.432393
1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,23.268,84.111304
1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,80.502,25.741179
1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,43.192,46.518827
1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,30.266,66.738
1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,31.366,87.784456
1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,111.308,25.229127
1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,59.786,46.945633
1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,41.736,66.85304
1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,41.786,89.650858
1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,150.78,26.112323
1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,80.82,47.358818
1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,56.862,66.996842
1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,22.168,87.700649
1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,79.33,25.923089
1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,42.308,47.674962
1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,29.078,67.92766
1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,30.136,89.055011
1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,110.004,25.260237
1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,58.786,47.44801
1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,41.164,67.701317
1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,40.842,91.411024
1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,149.054,25.643542
1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,79.818,47.301614
1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,56.19,67.636249
1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,23.092,85.687154
1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,80.156,25.877188
1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,42.69,47.770044
1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,29.806,66.577839
1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,30.834,88.934688
1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,111.042,25.630711
1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,59.27,47.14139
1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,41.478,67.220546
1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,41.46,90.808668
1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,149.878,25.559824
1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,80.35,47.387282
1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,56.482,67.913359
1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,23.282,82.853007
1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,80.474,25.852028
1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,43.338,46.972674
1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,30.302,65.765763
1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,31.458,87.410343
1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,111.342,25.575218
1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,59.802,47.39978
1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,42.104,66.420975
1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,41.978,89.852056
1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,150.172,25.49422
1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,80.966,47.645478
1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,56.994,66.787199
1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,21.714,86.781818
1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,79.3,25.764772
1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,42.238,46.337663
1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,28.922,68.269113
1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,33.498,90.255979
1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,122.666,25.407049
1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,65.43,47.379564
1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,46.406,66.13605
1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,46.682,91.219943
1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,170.97,25.528279
1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,91.398,47.569215
1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,66.204,65.349141
1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,22.816,85.002451
1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,80.34,26.067448
1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,42.83,47.955216
1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,29.398,67.000942
1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,34.188,89.479644
1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,123.274,25.616722
1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,65.806,47.287888
1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,46.988,65.981277
1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,47.31,90.237813
1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,171.428,25.681496
1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,92.04,47.501583
1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,66.68,65.40531
1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,23.334,83.578406
1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,80.566,25.699812
1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,43.296,47.136406
1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,29.97,66.69608
1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,34.796,87.617714
1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,123.538,25.115523
1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,66.262,47.599091
1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,47.424,65.515448
1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,47.72,89.755
1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,172.042,25.639424
1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,92.494,47.530652
1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,66.908,65.192393
1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,21.942,86.66415
1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,79.414,25.848525
1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,42.258,48.096057
1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,29.174,67.973425
1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,33.59,89.452353
1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,122.262,25.532261
1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,65.406,47.41769
1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,46.656,65.981693
1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,46.726,90.919019
1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,170.516,25.421143
1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,91.506,47.299145
1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,65.988,65.754778
1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,22.59,85.796345
1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,80.118,25.850896
1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,42.712,46.635061
1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,29.674,67.250184
