journal,nojournal,journalCompression,journalCompressionSnappy,journalCompressionZlib,ssl,networkCompression,networkCompressionSnappy,networkCompressionZlib,wireObjectCheck,dataCompression,dataCompressionSnappy,dataCompressionZlib,indexPrefixCompression,journalCommitInterval,CacheSize,Performance-,Cpu-
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4.096,209407.8,24.849742
0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0.256,214489.6,25.022671
0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0.512,214902.8,25.30422
0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1.024,211515.4,25.137431
0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2.048,210777,24.903115
0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,4.096,208808.2,25.199753
0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0.256,283621,30.423311
0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0.512,280847.6,30.161273
0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1.024,280589.4,30.186136
0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2.048,284188.8,30.345291
0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,4.096,283064.6,29.941261
0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0.256,282258.2,30.304057
0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0.512,284702.8,30.621609
0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1.024,282503.6,30.301911
0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,2.048,287329.2,30.496312
0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,4.096,285730.4,30.184044
0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0.256,209887,24.653946
0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0.512,209100.4,24.822645
0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1.024,208741.6,24.987536
0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2.048,211023,25.164532
0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,4.096,207052,24.337605
0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0.256,210805.2,24.75537
0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0.512,215827.6,25.031688
0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1.024,212738.8,25.123272
0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,2.048,216785,24.740116
0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,4.096,211197.2,25.278858
0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0.256,281399.8,30.219659
0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0.512,288695.2,30.420437
0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1.024,286867.4,30.145163
0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,2.048,288569.6,30.70664
0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,4.096,287173.2,30.148974
0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0.256,284881.2,30.495238
0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0.512,287750.6,30.90318
0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1.024,288207.4,30.633252
0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,2.048,285984.8,30.184496
0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,4.096,285639.8,30.537924
0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0.256,211295.6,24.685063
0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0.512,211220.6,24.567789
0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1.024,208525,24.746515
0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,2.048,210964.4,25.176413
0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,4.096,210097.8,24.356153
0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0.256,282455,30.242094
0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0.512,282675.8,30.205295
0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1.024,281522.2,30.284951
0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,2.048,285112.8,30.460006
0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,4.096,282239.8,30.218708
0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0.256,213123.8,24.986941
0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0.512,214255,24.532657
0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1.024,216112.6,25.608956
0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,2.048,213614.8,24.963807
0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,4.096,212120.4,25.071206
0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0.256,284881.8,29.935911
0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0.512,283928.6,30.53882
0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1.024,285884.8,30.706119
0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,2.048,288797.8,30.551593
0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,4.096,285901.4,30.282475
0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0.256,209472.6,24.661813
0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0.512,209587.4,24.584319
0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1.024,208957,24.724537
0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,2.048,208421.4,24.557631
0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,4.096,210528.8,24.586004
0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0.256,212590.8,24.98218
0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0.512,211906.2,25.470812
0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1.024,212430.2,25.392136
0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,2.048,212073.4,25.419784
0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,4.096,207481.8,25.117134
0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0.256,209542,24.795979
0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0.512,209824.2,24.579706
0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1.024,212387,24.240494
0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,2.048,210697,24.570647
0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,4.096,207569.2,24.367131
0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0.256,212880.2,24.922222
0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0.512,211642.4,24.810095
0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1.024,213959.4,25.051341
0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,2.048,210296.6,25.18257
0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,4.096,213986.6,24.415783
0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0.256,279828,30.395898
0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0.512,283388.6,30.551102
0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1.024,282187.6,30.418417
0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,2.048,278373.8,30.555646
0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,4.096,290042.8,30.056939
0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0.256,279406.4,29.510654
0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0.512,286279.6,30.120171
0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1.024,284842,30.434324
0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,2.048,287186.4,30.466385
0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,4.096,283769.8,30.100157
0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0.256,284100.4,30.668369
0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0.512,282845.4,30.774341
0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1.024,283892.2,30.680043
0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,2.048,285816.8,30.469611
0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,4.096,288095.8,30.326538
0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0.256,288481.2,30.645351
0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0.512,284988,30.405687
0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1.024,287091.2,30.861526
0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,2.048,289677.4,30.28328
0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,4.096,284270.2,30.409862
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.256,225003,37.320837
1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.256,227531.6,34.39023
1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.256,227069.4,30.332472
1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.256,225617,30.453204
1,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0.256,234652.2,32.834795
1,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0.256,229312.2,30.435997
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.512,219302,35.969504
1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.512,223005.8,33.095087
1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.512,232489.4,32.029187
1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.512,219103.2,30.270876
1,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0.512,224873.2,30.516073
1,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0.512,222347,30.195136
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.024,222899.4,37.951892
1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.024,222639.8,34.080984
1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1.024,223511,30.545011
1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.024,224056.2,30.009262
1,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1.024,219448.6,29.916445
1,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1.024,221362.4,30.191642
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.048,225287.8,37.610537
1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2.048,225990.6,32.956437
1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2.048,222840.4,31.043117
1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2.048,222289.6,30.64826
1,0,0,0,0,0,0,0,0,0,0,0,0,0,200,2.048,219055.4,29.982739
1,0,0,0,0,0,0,0,0,0,0,0,0,0,500,2.048,219578.2,29.733747
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.096,221219.2,37.350052
1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4.096,223724,33.833992
1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,4.096,219605.2,30.993293
1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4.096,219705.6,30.597211
1,0,0,0,0,0,0,0,0,0,0,0,0,0,200,4.096,220735.4,30.030873
1,0,0,0,0,0,0,0,0,0,0,0,0,0,500,4.096,227142.6,32.358668
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.256,225007.2,37.90284
1,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0.256,222864.6,33.480542
1,0,0,0,0,0,0,0,0,1,0,0,0,0,50,0.256,224799.2,30.791275
1,0,0,0,0,0,0,0,0,1,0,0,0,0,100,0.256,228388.8,30.383596
1,0,0,0,0,0,0,0,0,1,0,0,0,0,200,0.256,224658.2,30.336084
1,0,0,0,0,0,0,0,0,1,0,0,0,0,500,0.256,228400.2,30.213899
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.512,225830.4,38.289157
1,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0.512,231209.6,34.278385
1,0,0,0,0,0,0,0,0,1,0,0,0,0,50,0.512,224357.8,31.190438
1,0,0,0,0,0,0,0,0,1,0,0,0,0,100,0.512,227476,30.653877
1,0,0,0,0,0,0,0,0,1,0,0,0,0,200,0.512,226002.8,31.182922
1,0,0,0,0,0,0,0,0,1,0,0,0,0,500,0.512,220978.6,30.592112
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.024,226431.8,37.394084
1,0,0,0,0,0,0,0,0,1,0,0,0,0,10,1.024,225928.4,34.422839
1,0,0,0,0,0,0,0,0,1,0,0,0,0,50,1.024,226401.8,31.400243
1,0,0,0,0,0,0,0,0,1,0,0,0,0,100,1.024,223607.8,31.267884
1,0,0,0,0,0,0,0,0,1,0,0,0,0,200,1.024,228411.8,30.452764
1,0,0,0,0,0,0,0,0,1,0,0,0,0,500,1.024,227503.8,30.34147
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.048,226673,37.945415
1,0,0,0,0,0,0,0,0,1,0,0,0,0,10,2.048,224234.4,34.957326
1,0,0,0,0,0,0,0,0,1,0,0,0,0,50,2.048,224660.4,31.257087
1,0,0,0,0,0,0,0,0,1,0,0,0,0,100,2.048,228070,31.408916
1,0,0,0,0,0,0,0,0,1,0,0,0,0,200,2.048,224445.8,30.931326
1,0,0,0,0,0,0,0,0,1,0,0,0,0,500,2.048,224305.6,30.686637
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.096,224468,38.298847
1,0,0,0,0,0,0,0,0,1,0,0,0,0,10,4.096,223956.6,34.009427
1,0,0,0,0,0,0,0,0,1,0,0,0,0,50,4.096,226672,31.443377
1,0,0,0,0,0,0,0,0,1,0,0,0,0,100,4.096,227496.4,30.087911
1,0,0,0,0,0,0,0,0,1,0,0,0,0,200,4.096,222306.4,31.139606
1,0,0,0,0,0,0,0,0,1,0,0,0,0,500,4.096,228416.4,30.377931
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.256,298214.2,44.565766
1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0.256,296614,40.114416
1,0,0,0,0,1,0,0,0,0,0,0,0,0,50,0.256,299620.2,36.165877
1,0,0,0,0,1,0,0,0,0,0,0,0,0,100,0.256,299590.2,34.819559
1,0,0,0,0,1,0,0,0,0,0,0,0,0,200,0.256,296359.6,35.215359
1,0,0,0,0,1,0,0,0,0,0,0,0,0,500,0.256,294522.8,34.675697
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.512,286588.4,43.024108
1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0.512,291048,39.921283
1,0,0,0,0,1,0,0,0,0,0,0,0,0,50,0.512,298326.8,36.271469
1,0,0,0,0,1,0,0,0,0,0,0,0,0,100,0.512,293884.6,34.276766
1,0,0,0,0,1,0,0,0,0,0,0,0,0,200,0.512,298098,35.228396
1,0,0,0,0,1,0,0,0,0,0,0,0,0,500,0.512,297556.8,34.510656
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.024,299455,44.666134
1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,1.024,298498.4,40.584082
1,0,0,0,0,1,0,0,0,0,0,0,0,0,50,1.024,297498.4,35.978131
1,0,0,0,0,1,0,0,0,0,0,0,0,0,100,1.024,299543.2,35.595381
1,0,0,0,0,1,0,0,0,0,0,0,0,0,200,1.024,294515,35.089021
1,0,0,0,0,1,0,0,0,0,0,0,0,0,500,1.024,295850.6,35.526967
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2.048,296608,44.736286
1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,2.048,300562.2,40.593812
1,0,0,0,0,1,0,0,0,0,0,0,0,0,50,2.048,294394.2,36.448105
1,0,0,0,0,1,0,0,0,0,0,0,0,0,100,2.048,298138,35.681106
1,0,0,0,0,1,0,0,0,0,0,0,0,0,200,2.048,299610,35.368218
1,0,0,0,0,1,0,0,0,0,0,0,0,0,500,2.048,295547.8,34.91703
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4.096,305223,44.634054
1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,4.096,298078,40.442088
1,0,0,0,0,1,0,0,0,0,0,0,0,0,50,4.096,302786,36.439993
1,0,0,0,0,1,0,0,0,0,0,0,0,0,100,4.096,299252.2,35.611766
1,0,0,0,0,1,0,0,0,0,0,0,0,0,200,4.096,297635.6,35.499717
1,0,0,0,0,1,0,0,0,0,0,0,0,0,500,4.096,300675.8,36.853744
1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.256,289085.4,43.858727
1,0,0,0,0,1,0,0,0,1,0,0,0,0,10,0.256,295394.8,39.828672
1,0,0,0,0,1,0,0,0,1,0,0,0,0,50,0.256,299931.4,35.752435
1,0,0,0,0,1,0,0,0,1,0,0,0,0,100,0.256,296724.8,34.721672
1,0,0,0,0,1,0,0,0,1,0,0,0,0,200,0.256,295153.8,35.260946
1,0,0,0,0,1,0,0,0,1,0,0,0,0,500,0.256,299172.6,34.540783
1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.512,297227.8,44.569281
1,0,0,0,0,1,0,0,0,1,0,0,0,0,10,0.512,293102.4,39.941947
1,0,0,0,0,1,0,0,0,1,0,0,0,0,50,0.512,299074,37.966419
1,0,0,0,0,1,0,0,0,1,0,0,0,0,100,0.512,290206,35.169752
1,0,0,0,0,1,0,0,0,1,0,0,0,0,200,0.512,296587.8,35.248832
1,0,0,0,0,1,0,0,0,1,0,0,0,0,500,0.512,291582.2,34.32558
1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1.024,298607,44.508723
1,0,0,0,0,1,0,0,0,1,0,0,0,0,10,1.024,294563.4,40.074951
1,0,0,0,0,1,0,0,0,1,0,0,0,0,50,1.024,294142.4,35.755256
1,0,0,0,0,1,0,0,0,1,0,0,0,0,100,1.024,291266.4,35.142573
1,0,0,0,0,1,0,0,0,1,0,0,0,0,200,1.024,300925.4,35.588102
1,0,0,0,0,1,0,0,0,1,0,0,0,0,500,1.024,291406.6,34.262483
1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2.048,296335.6,44.770995
1,0,0,0,0,1,0,0,0,1,0,0,0,0,10,2.048,301365.8,41.127034
1,0,0,0,0,1,0,0,0,1,0,0,0,0,50,2.048,300238.2,36.562291
1,0,0,0,0,1,0,0,0,1,0,0,0,0,100,2.048,298604.8,36.288609
1,0,0,0,0,1,0,0,0,1,0,0,0,0,200,2.048,303372,36.026289
1,0,0,0,0,1,0,0,0,1,0,0,0,0,500,2.048,302438.8,34.764483
1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4.096,301950.8,45.501841
1,0,0,0,0,1,0,0,0,1,0,0,0,0,10,4.096,307053,41.338442
1,0,0,0,0,1,0,0,0,1,0,0,0,0,50,4.096,301248.4,36.642055
1,0,0,0,0,1,0,0,0,1,0,0,0,0,100,4.096,305856.4,36.052608
1,0,0,0,0,1,0,0,0,1,0,0,0,0,200,4.096,296539.8,35.226254
1,0,0,0,0,1,0,0,0,1,0,0,0,0,500,4.096,299422.2,35.855639
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.256,224788.6,37.846997
1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0.256,229820.4,34.531258
1,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0.256,224009.8,31.197999
1,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0.256,222603,30.71057
1,0,0,0,0,0,0,0,0,0,0,0,0,1,200,0.256,225484.6,30.841772
1,0,0,0,0,0,0,0,0,0,0,0,0,1,500,0.256,226567,30.604334
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.512,226333,37.824061
1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0.512,224693.2,34.203769
1,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0.512,226288.4,30.860463
1,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0.512,221319.8,30.81784
1,0,0,0,0,0,0,0,0,0,0,0,0,1,200,0.512,224614.8,30.883539
1,0,0,0,0,0,0,0,0,0,0,0,0,1,500,0.512,221575.6,30.315227
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.024,223788.8,37.787791
1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1.024,224878.6,34.249986
1,0,0,0,0,0,0,0,0,0,0,0,0,1,50,1.024,224177.6,30.899108
1,0,0,0,0,0,0,0,0,0,0,0,0,1,100,1.024,226287.8,31.011122
1,0,0,0,0,0,0,0,0,0,0,0,0,1,200,1.024,223780.8,30.459611
1,0,0,0,0,0,0,0,0,0,0,0,0,1,500,1.024,225871,30.767808
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.048,225509.8,37.897705
1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2.048,221547.6,34.252864
1,0,0,0,0,0,0,0,0,0,0,0,0,1,50,2.048,225614.2,31.014067
1,0,0,0,0,0,0,0,0,0,0,0,0,1,100,2.048,224203.8,31.344038
1,0,0,0,0,0,0,0,0,0,0,0,0,1,200,2.048,222294.6,29.982788
1,0,0,0,0,0,0,0,0,0,0,0,0,1,500,2.048,222762,30.998689
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.096,225667.4,37.752559
1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,4.096,226555.2,34.804925
1,0,0,0,0,0,0,0,0,0,0,0,0,1,50,4.096,224399.4,31.597086
1,0,0,0,0,0,0,0,0,0,0,0,0,1,100,4.096,213919.6,28.653921
1,0,0,0,0,0,0,0,0,0,0,0,0,1,200,4.096,224577.6,33.159717
1,0,0,0,0,0,0,0,0,0,0,0,0,1,500,4.096,220271,30.177467
1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.256,292096.6,43.697922
1,0,0,0,0,1,0,0,0,0,0,0,0,1,10,0.256,292204.2,39.860111
1,0,0,0,0,1,0,0,0,0,0,0,0,1,50,0.256,295005.4,35.645314
1,0,0,0,0,1,0,0,0,0,0,0,0,1,100,0.256,300533.8,35.277182
1,0,0,0,0,1,0,0,0,0,0,0,0,1,200,0.256,293897.8,34.171758
1,0,0,0,0,1,0,0,0,0,0,0,0,1,500,0.256,295056.6,34.26608
1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.512,292302,43.832716
1,0,0,0,0,1,0,0,0,0,0,0,0,1,10,0.512,293152.8,39.117731
1,0,0,0,0,1,0,0,0,0,0,0,0,1,50,0.512,291991,35.007271
1,0,0,0,0,1,0,0,0,0,0,0,0,1,100,0.512,295941,36.088029
1,0,0,0,0,1,0,0,0,0,0,0,0,1,200,0.512,294794.2,34.586789
1,0,0,0,0,1,0,0,0,0,0,0,0,1,500,0.512,287118.6,34.079236
1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1.024,293079.2,43.961739
1,0,0,0,0,1,0,0,0,0,0,0,0,1,10,1.024,292916.2,39.425272
1,0,0,0,0,1,0,0,0,0,0,0,0,1,50,1.024,293932,35.428586
1,0,0,0,0,1,0,0,0,0,0,0,0,1,100,1.024,294020.2,34.956621
1,0,0,0,0,1,0,0,0,0,0,0,0,1,200,1.024,294057.6,34.710268
1,0,0,0,0,1,0,0,0,0,0,0,0,1,500,1.024,295368.4,34.398847
1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2.048,291024,43.951806
1,0,0,0,0,1,0,0,0,0,0,0,0,1,10,2.048,293862,39.676132
1,0,0,0,0,1,0,0,0,0,0,0,0,1,50,2.048,292716,35.935704
1,0,0,0,0,1,0,0,0,0,0,0,0,1,100,2.048,289346.8,34.740289
1,0,0,0,0,1,0,0,0,0,0,0,0,1,200,2.048,293042.2,34.753904
1,0,0,0,0,1,0,0,0,0,0,0,0,1,500,2.048,291666.4,33.990958
1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4.096,295152,43.975839
1,0,0,0,0,1,0,0,0,0,0,0,0,1,10,4.096,294984.6,39.679148
1,0,0,0,0,1,0,0,0,0,0,0,0,1,50,4.096,292656.2,35.623037
1,0,0,0,0,1,0,0,0,0,0,0,0,1,100,4.096,301215,35.282481
1,0,0,0,0,1,0,0,0,0,0,0,0,1,200,4.096,293299.2,35.09046
1,0,0,0,0,1,0,0,0,0,0,0,0,1,500,4.096,292653,34.477758
1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.256,232407.8,38.74018
1,0,0,0,0,0,0,0,0,1,0,0,0,1,10,0.256,227525.2,34.010081
1,0,0,0,0,0,0,0,0,1,0,0,0,1,50,0.256,220707,31.124043
1,0,0,0,0,0,0,0,0,1,0,0,0,1,100,0.256,226818.6,33.149643
1,0,0,0,0,0,0,0,0,1,0,0,0,1,200,0.256,222708.2,30.153762
1,0,0,0,0,0,0,0,0,1,0,0,0,1,500,0.256,224439.8,30.400789
1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.512,225615.4,38.118498
1,0,0,0,0,0,0,0,0,1,0,0,0,1,10,0.512,222650.4,33.898878
1,0,0,0,0,0,0,0,0,1,0,0,0,1,50,0.512,226407,30.765572
1,0,0,0,0,0,0,0,0,1,0,0,0,1,100,0.512,222718.4,29.182025
1,0,0,0,0,0,0,0,0,1,0,0,0,1,200,0.512,227975.2,30.14391
1,0,0,0,0,0,0,0,0,1,0,0,0,1,500,0.512,224954.4,29.625218
1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.024,224346.6,37.76195
1,0,0,0,0,0,0,0,0,1,0,0,0,1,10,1.024,227480.6,34.011462
1,0,0,0,0,0,0,0,0,1,0,0,0,1,50,1.024,225955.8,30.686654
