opt_useAddressPrecalc,opt_vectorize,simd_avoidUnaligned,data_alignFieldPointers,opt_unroll_interleave,opt_unroll,no_explorationId,explorationId,poly_tileSize_x,poly_tileSize_y,poly_tileSize_z,Compile-performance-,Fixed-compile-cpu-
0,0,0,0,0,4,0,3,0,8,0,4921.6,7.922333
0,0,0,0,0,1,0,4,0,8,0,2901,6.545905
0,0,0,0,0,2,0,4,0,8,0,5071.4,7.496375
0,0,0,0,0,3,0,4,0,8,0,4491.6,7.302214
0,0,0,0,0,4,0,4,0,8,0,4899.4,7.715333
0,0,0,0,0,1,0,1,8,8,0,3095,6.439286
0,0,0,0,0,2,0,1,8,8,0,5825.4,8.986185
0,0,0,0,0,3,0,1,8,8,0,5210,7.968744
0,0,0,0,0,4,0,1,8,8,0,5688.4,8.109776
0,0,0,0,0,1,0,2,8,8,0,3076.8,5.755508
0,0,0,0,0,2,0,2,8,8,0,5581.2,7.66
0,0,0,0,0,3,0,2,8,8,0,5044.6,8.177241
0,0,0,0,0,4,0,2,8,8,0,5508.8,7.997731
0,0,0,0,0,1,0,3,8,8,0,3021.8,6.017931
0,0,0,0,0,2,0,3,8,8,0,5475,8.228602
0,0,0,0,0,3,0,3,8,8,0,4885.8,7.666215
0,0,0,0,0,4,0,3,8,8,0,5239.4,7.456639
0,0,0,0,0,1,0,4,8,8,0,2952.4,5.592339
0,0,0,0,0,2,0,4,8,8,0,5429.6,8.055623
0,0,0,0,0,3,0,4,8,8,0,4804.6,8.561532
0,0,0,0,0,4,0,4,8,8,0,5176,8.026453
0,0,0,0,0,1,0,1,10,8,0,3100.8,6.036182
0,0,0,0,0,2,0,1,10,8,0,5725.4,8.185806
0,0,0,0,0,3,0,1,10,8,0,5152.8,7.298529
0,0,0,0,0,4,0,1,10,8,0,5604.8,9.011539
0,0,0,0,0,1,0,2,10,8,0,3096,6.311502
0,0,0,0,0,2,0,2,10,8,0,5666,8.166973
0,0,0,0,0,3,0,2,10,8,0,5063.4,8.011655
0,0,0,0,0,4,0,2,10,8,0,5540.4,7.720625
0,0,0,0,0,1,0,3,10,8,0,3030.2,6.086207
0,0,0,0,0,2,0,3,10,8,0,5503.2,8.364699
0,0,0,0,0,3,0,3,10,8,0,4900,7.414
0,0,0,0,0,4,0,3,10,8,0,5297,8.20645
0,0,0,0,0,1,0,4,10,8,0,2963.8,5.476624
0,0,0,0,0,2,0,4,10,8,0,5576.2,7.886667
0,0,0,0,0,3,0,4,10,8,0,4966.2,7.932414
0,0,0,0,0,4,0,4,10,8,0,5328.6,7.909892
0,0,0,0,0,1,0,1,16,8,0,3082.8,6.239926
0,0,0,0,0,2,0,1,16,8,0,5667.6,9.1
0,0,0,0,0,3,0,1,16,8,0,5069.8,7.659218
0,0,0,0,0,4,0,1,16,8,0,5564.2,8.796291
0,0,0,0,0,1,0,2,16,8,0,3068.2,5.935696
0,0,0,0,0,2,0,2,16,8,0,5718.2,8.21268
0,0,0,0,0,3,0,2,16,8,0,5157.8,7.728519
0,0,0,0,0,4,0,2,16,8,0,5606,7.781875
0,0,0,0,0,1,0,3,16,8,0,2967,5.910602
0,0,0,0,0,2,0,3,16,8,0,5589.8,9.114615
0,0,0,0,0,3,0,3,16,8,0,4960.6,7.624
0,0,0,0,0,4,0,3,16,8,0,5324.8,7.798494
0,0,0,0,0,1,0,4,16,8,0,2963.6,6.153667
0,0,0,0,0,2,0,4,16,8,0,5476,7.852517
0,0,0,0,0,3,0,4,16,8,0,4831.6,7.904312
0,0,0,0,0,4,0,4,16,8,0,5234.6,8.110715
0,0,0,0,0,1,0,1,20,8,0,3098.6,6.084975
0,0,0,0,0,2,0,1,20,8,0,5688.4,8.333201
0,0,0,0,0,3,0,1,20,8,0,5161.2,7.634445
0,0,0,0,0,4,0,1,20,8,0,5553.2,8.860627
0,0,0,0,0,1,0,2,20,8,0,3090.8,6.167045
0,0,0,0,0,2,0,2,20,8,0,5796.8,8.370532
0,0,0,0,0,3,0,2,20,8,0,5201.6,8.392857
0,0,0,0,0,4,0,2,20,8,0,5663.2,8.082581
0,0,0,0,0,1,0,3,20,8,0,2990.2,6.052184
0,0,0,0,0,2,0,3,20,8,0,5625.6,8.587156
0,0,0,0,0,3,0,3,20,8,0,5010.6,7.914414
0,0,0,0,0,4,0,3,20,8,0,5357.4,8.134598
0,0,0,0,0,1,0,4,20,8,0,2977.4,6.114
0,0,0,0,0,2,0,4,20,8,0,5578.2,8.819861
0,0,0,0,0,3,0,4,20,8,0,4929,7.795333
0,0,0,0,0,4,0,4,20,8,0,5333.8,8.086688
0,0,0,0,0,1,0,1,32,8,0,3079.8,5.850813
0,0,0,0,0,2,0,1,32,8,0,5784.2,8.184516
0,0,0,0,0,3,0,1,32,8,0,5200.8,7.965126
0,0,0,0,0,4,0,1,32,8,0,5631.4,8.748759
0,0,0,0,0,1,0,2,32,8,0,3075.2,6.135172
0,0,0,0,0,2,0,2,32,8,0,5667.6,8.13871
0,0,0,0,0,3,0,2,32,8,0,5075.8,7.94
0,0,0,0,0,4,0,2,32,8,0,5562.2,7.71875
0,0,0,0,0,1,0,3,32,8,0,3001.4,5.889448
0,0,0,0,0,2,0,3,32,8,0,5553,8.65192
0,0,0,0,0,3,0,3,32,8,0,4891.8,7.390667
0,0,0,0,0,4,0,3,32,8,0,5282.8,8.459286
0,0,0,0,0,1,0,4,32,8,0,2949.2,6.549356
0,0,0,0,0,2,0,4,32,8,0,5522.4,7.639375
0,0,0,0,0,3,0,4,32,8,0,4881.2,7.572989
0,0,0,0,0,4,0,4,32,8,0,5288.6,7.649412
0,0,0,0,0,1,0,1,64,8,0,3100.2,6.027414
0,0,0,0,0,2,0,1,64,8,0,5760.2,8.479454
0,0,0,0,0,3,0,1,64,8,0,5221,7.994328
0,0,0,0,0,4,0,1,64,8,0,5671.4,8.371365
0,0,0,0,0,1,0,2,64,8,0,3067.4,6.10202
0,0,0,0,0,2,0,2,64,8,0,5679.8,8.185806
0,0,0,0,0,3,0,2,64,8,0,5091,7.355429
0,0,0,0,0,4,0,2,64,8,0,5507.6,7.884926
0,0,0,0,0,1,0,3,64,8,0,2997.6,5.753609
0,0,0,0,0,2,0,3,64,8,0,5539.4,8.775128
0,0,0,0,0,3,0,3,64,8,0,4875.6,7.888667
0,0,0,0,0,4,0,3,64,8,0,5283.4,8.425
0,0,0,0,0,1,0,4,64,8,0,2951,6.695817
0,0,0,0,0,2,0,4,64,8,0,5525.6,8.737037
0,0,0,0,0,3,0,4,64,8,0,4919.4,7.475333
0,0,0,0,0,4,0,4,64,8,0,5303.6,7.581671
0,0,0,0,0,1,0,1,128,8,0,3078.4,5.810581
0,0,0,0,0,2,0,1,128,8,0,5758.2,8.378313
0,0,0,0,0,3,0,1,128,8,0,5220.4,7.848571
0,0,0,0,0,4,0,1,128,8,0,5629,9.017692
0,0,0,0,0,1,0,2,128,8,0,3047.8,6.152414
0,0,0,0,0,2,0,2,128,8,0,5686.2,7.865806
0,0,0,0,0,3,0,2,128,8,0,5093.6,7.993103
0,0,0,0,0,4,0,2,128,8,0,5528,7.728125
0,0,0,0,0,1,0,3,128,8,0,3016.6,6.211494
0,0,0,0,0,2,0,3,128,8,0,5515.2,8.598518
0,0,0,0,0,3,0,3,128,8,0,4921.4,7.744667
0,0,0,0,0,4,0,3,128,8,0,5260,8.370714
0,0,0,0,0,1,0,4,128,8,0,2965.2,6.310333
0,0,0,0,0,2,0,4,128,8,0,5521.4,7.79331
0,0,0,0,0,3,0,4,128,8,0,4927,7.439333
0,0,0,0,0,4,0,4,128,8,0,5295.4,7.791734
0,0,0,0,0,1,0,1,0,10,0,3025,6.224851
0,0,0,0,0,2,0,1,0,10,0,5219.6,8.492143
0,0,0,0,0,3,0,1,0,10,0,4754.4,7.769781
0,0,0,0,0,4,0,1,0,10,0,5266.4,7.900672
0,0,0,0,0,1,0,2,0,10,0,3017.8,5.937241
0,0,0,0,0,2,0,2,0,10,0,5186.8,7.763177
0,0,0,0,0,3,0,2,0,10,0,4779.2,7.987765
0,0,0,0,0,4,0,2,0,10,0,5189.2,7.368168
0,0,0,0,0,1,0,3,0,10,0,2952.4,6.595667
0,0,0,0,0,2,0,3,0,10,0,5057,7.653103
0,0,0,0,0,3,0,3,0,10,0,4547.6,7.810186
0,0,0,0,0,4,0,3,0,10,0,4929.6,7.566
0,0,0,0,0,1,0,4,0,10,0,2890.4,5.865075
0,0,0,0,0,2,0,4,0,10,0,4971.6,7.428667
0,0,0,0,0,3,0,4,0,10,0,4438.6,7.161687
0,0,0,0,0,4,0,4,0,10,0,4893,7.558524
0,0,0,0,0,1,0,1,8,10,0,3120.2,5.865714
0,0,0,0,0,2,0,1,8,10,0,5815.6,8.342624
0,0,0,0,0,3,0,1,8,10,0,5253,7.661849
0,0,0,0,0,4,0,1,8,10,0,5686.8,8.102903
0,0,0,0,0,1,0,2,8,10,0,3088.4,5.592064
0,0,0,0,0,2,0,2,8,10,0,5655.2,7.84
0,0,0,0,0,3,0,2,8,10,0,5053.6,7.855586
0,0,0,0,0,4,0,2,8,10,0,5531.4,7.901389
0,0,0,0,0,1,0,3,8,10,0,3006.4,6.047586
0,0,0,0,0,2,0,3,8,10,0,5471,8.53037
0,0,0,0,0,3,0,3,8,10,0,4875,7.343333
0,0,0,0,0,4,0,3,8,10,0,5262.8,8.352143
0,0,0,0,0,1,0,4,8,10,0,2953.4,5.717474
0,0,0,0,0,2,0,4,8,10,0,5509.4,7.750625
0,0,0,0,0,3,0,4,8,10,0,4875,8.302167
0,0,0,0,0,4,0,4,8,10,0,5254.2,8.033695
0,0,0,0,0,1,0,1,10,10,0,3118,6.403571
0,0,0,0,0,2,0,1,10,10,0,5810.6,8.693537
0,0,0,0,0,3,0,1,10,10,0,5263.8,7.939454
0,0,0,0,0,4,0,1,10,10,0,5730.8,8.609132
0,0,0,0,0,1,0,2,10,10,0,3066.8,6.007944
0,0,0,0,0,2,0,2,10,10,0,5578.8,7.658125
0,0,0,0,0,3,0,2,10,10,0,5024.4,8.004828
0,0,0,0,0,4,0,2,10,10,0,5489.4,7.856875
0,0,0,0,0,1,0,3,10,10,0,3005,6.201287
0,0,0,0,0,2,0,3,10,10,0,5572.4,8.848702
0,0,0,0,0,3,0,3,10,10,0,4968,7.648
0,0,0,0,0,4,0,3,10,10,0,5326,8.028485
0,0,0,0,0,1,0,4,10,10,0,2963.2,5.534108
0,0,0,0,0,2,0,4,10,10,0,5562.2,7.965
0,0,0,0,0,3,0,4,10,10,0,4940.8,8.082833
0,0,0,0,0,4,0,4,10,10,0,5311,8.124418
0,0,0,0,0,1,0,1,16,10,0,3119.8,6.585
0,0,0,0,0,2,0,1,16,10,0,5686.2,8.074366
0,0,0,0,0,3,0,1,16,10,0,5135.4,8.104138
0,0,0,0,0,4,0,1,16,10,0,5593.2,7.731875
0,0,0,0,0,1,0,2,16,10,0,3035.4,6.292713
0,0,0,0,0,2,0,2,16,10,0,5697,8.39531
0,0,0,0,0,3,0,2,16,10,0,5092.8,7.874483
0,0,0,0,0,4,0,2,16,10,0,5536.4,7.64875
0,0,0,0,0,1,0,3,16,10,0,3014.6,5.809655
0,0,0,0,0,2,0,3,16,10,0,5560.8,7.738125
0,0,0,0,0,3,0,3,16,10,0,4913.6,7.847833
0,0,0,0,0,4,0,3,16,10,0,5302,8.173571
0,0,0,0,0,1,0,4,16,10,0,2966.6,6.458333
0,0,0,0,0,2,0,4,16,10,0,5447.6,7.493693
0,0,0,0,0,3,0,4,16,10,0,4831.8,7.625613
0,0,0,0,0,4,0,4,16,10,0,5201.2,8.015714
0,0,0,0,0,1,0,1,20,10,0,3116.8,6.25064
0,0,0,0,0,2,0,1,20,10,0,5699.2,8.409305
0,0,0,0,0,3,0,1,20,10,0,5146.4,7.476978
0,0,0,0,0,4,0,1,20,10,0,5601.2,9.079231
0,0,0,0,0,1,0,2,20,10,0,3078.2,6.139155
0,0,0,0,0,2,0,2,20,10,0,5702.8,8.125112
0,0,0,0,0,3,0,2,20,10,0,5134.8,7.926207
0,0,0,0,0,4,0,2,20,10,0,5588.8,8.017308
0,0,0,0,0,1,0,3,20,10,0,2997.4,6.056069
0,0,0,0,0,2,0,3,20,10,0,5563.8,8.949202
0,0,0,0,0,3,0,3,20,10,0,4950,7.654667
0,0,0,0,0,4,0,3,20,10,0,5311.8,8.507857
0,0,0,0,0,1,0,4,20,10,0,2982.8,5.851103
0,0,0,0,0,2,0,4,20,10,0,5442.4,7.525095
0,0,0,0,0,3,0,4,20,10,0,4837.4,7.593651
0,0,0,0,0,4,0,4,20,10,0,5202.6,7.743825
0,0,0,0,0,1,0,1,32,10,0,3092.6,5.474358
0,0,0,0,0,2,0,1,32,10,0,5743.6,7.984516
0,0,0,0,0,3,0,1,32,10,0,5151.4,7.899594
0,0,0,0,0,4,0,1,32,10,0,5631.2,7.891371
0,0,0,0,0,1,0,2,32,10,0,3047.8,6.234713
0,0,0,0,0,2,0,2,32,10,0,5666.4,8.464864
0,0,0,0,0,3,0,2,32,10,0,5090.6,7.933103
0,0,0,0,0,4,0,2,32,10,0,5541,7.860347
0,0,0,0,0,1,0,3,32,10,0,3005.6,5.800805
0,0,0,0,0,2,0,3,32,10,0,5491.2,7.922593
0,0,0,0,0,3,0,3,32,10,0,4850.8,8.0222
0,0,0,0,0,4,0,3,32,10,0,5242,8.187857
0,0,0,0,0,1,0,4,32,10,0,2957.8,6.337667
0,0,0,0,0,2,0,4,32,10,0,5544,8.440814
0,0,0,0,0,3,0,4,32,10,0,4928.8,7.804
0,0,0,0,0,4,0,4,32,10,0,5280.4,7.775931
0,0,0,0,0,1,0,1,64,10,0,3108,6.15772
0,0,0,0,0,2,0,1,64,10,0,5724.4,8.116625
0,0,0,0,0,3,0,1,64,10,0,5165.6,8.239335
0,0,0,0,0,4,0,1,64,10,0,5620.8,7.904113
0,0,0,0,0,1,0,2,64,10,0,3051.6,6.192437
0,0,0,0,0,2,0,2,64,10,0,5665.4,8.619925
0,0,0,0,0,3,0,2,64,10,0,5091,7.751724
0,0,0,0,0,4,0,2,64,10,0,5512.8,7.846134
0,0,0,0,0,1,0,3,64,10,0,3068.6,6.017648
0,0,0,0,0,2,0,3,64,10,0,5487.6,8.579259
0,0,0,0,0,3,0,3,64,10,0,4833.2,7.305699
0,0,0,0,0,4,0,3,64,10,0,5244.8,8.177857
0,0,0,0,0,1,0,4,64,10,0,2964,6.33
0,0,0,0,0,2,0,4,64,10,0,5520.8,8.091412
0,0,0,0,0,3,0,4,64,10,0,4921.6,7.398667
0,0,0,0,0,4,0,4,64,10,0,5294.6,7.97834
0,0,0,0,0,1,0,1,128,10,0,3114.6,6.164286
0,0,0,0,0,2,0,1,128,10,0,5710.6,8.682258
0,0,0,0,0,3,0,1,128,10,0,5175.4,8.007759
0,0,0,0,0,4,0,1,128,10,0,5613.6,7.884415
0,0,0,0,0,1,0,2,128,10,0,3055,6.01846
0,0,0,0,0,2,0,2,128,10,0,5629.6,8.578139
0,0,0,0,0,3,0,2,128,10,0,5087.6,7.866897
0,0,0,0,0,4,0,2,128,10,0,5547.6,8.212112
0,0,0,0,0,1,0,3,128,10,0,3000.8,5.748161
0,0,0,0,0,2,0,3,128,10,0,5487.2,7.880069
0,0,0,0,0,3,0,3,128,10,0,4885.2,7.53
0,0,0,0,0,4,0,3,128,10,0,5219.6,8.022635
0,0,0,0,0,1,0,4,128,10,0,2972.2,6.984667
0,0,0,0,0,2,0,4,128,10,0,5545,8.537763
0,0,0,0,0,3,0,4,128,10,0,4887,7.628559
0,0,0,0,0,4,0,4,128,10,0,5322,7.550476
0,0,0,0,0,1,0,1,0,16,0,3074.6,6.394926
0,0,0,0,0,2,0,1,0,16,0,5239,7.96
0,0,0,0,0,3,0,1,0,16,0,4768.8,7.300645
0,0,0,0,0,4,0,1,0,16,0,5231.6,7.539538
0,0,0,0,0,1,0,2,0,16,0,3007,6.237632
0,0,0,0,0,2,0,2,0,16,0,5178.4,7.48437
0,0,0,0,0,3,0,2,0,16,0,4737.6,7.546452
0,0,0,0,0,4,0,2,0,16,0,5199.2,7.939454
0,0,0,0,0,1,0,3,0,16,0,2976.6,6.647782
0,0,0,0,0,2,0,3,0,16,0,5028.8,7.790345
0,0,0,0,0,3,0,3,0,16,0,4533.8,7.457177
0,0,0,0,0,4,0,3,0,16,0,4915,7.502
0,0,0,0,0,1,0,4,0,16,0,2904.4,7.165323
0,0,0,0,0,2,0,4,0,16,0,4957.6,7.879833
0,0,0,0,0,3,0,4,0,16,0,4447.2,8.055812
0,0,0,0,0,4,0,4,0,16,0,4844,7.444194
0,0,0,0,0,1,0,1,8,16,0,3092.8,6.238547
0,0,0,0,0,2,0,1,8,16,0,5804.8,8.70243
0,0,0,0,0,3,0,1,8,16,0,5223.8,7.968202
0,0,0,0,0,4,0,1,8,16,0,5679.4,9.098462
0,0,0,0,0,1,0,2,8,16,0,3053,5.883379
0,0,0,0,0,2,0,2,8,16,0,5672.4,8.272605
0,0,0,0,0,3,0,2,8,16,0,5112,7.896039
0,0,0,0,0,4,0,2,8,16,0,5557.6,7.884583
0,0,0,0,0,1,0,3,8,16,0,3009.2,6.026759
0,0,0,0,0,2,0,3,8,16,0,5516.6,8.2767
0,0,0,0,0,3,0,3,8,16,0,4925.6,7.535333
0,0,0,0,0,4,0,3,8,16,0,5299.6,8.501429
0,0,0,0,0,1,0,4,8,16,0,2953.2,5.598
0,0,0,0,0,2,0,4,8,16,0,5505.4,7.737689
0,0,0,0,0,3,0,4,8,16,0,4890.6,7.462667
0,0,0,0,0,4,0,4,8,16,0,5296.2,8.28
0,0,0,0,0,1,0,1,10,16,0,3154.4,5.743012
0,0,0,0,0,2,0,1,10,16,0,5837.6,8.3
0,0,0,0,0,3,0,1,10,16,0,5241.4,7.803655
0,0,0,0,0,4,0,1,10,16,0,5717,8.165807
0,0,0,0,0,1,0,2,10,16,0,3083.6,6.044211
0,0,0,0,0,2,0,2,10,16,0,5692.8,7.870968
0,0,0,0,0,3,0,2,10,16,0,5085.2,7.945517
0,0,0,0,0,4,0,2,10,16,0,5572.2,7.7025
0,0,0,0,0,1,0,3,10,16,0,3018.4,6.006184
0,0,0,0,0,2,0,3,10,16,0,5615.4,8.32641
0,0,0,0,0,3,0,3,10,16,0,5021.2,8.059104
0,0,0,0,0,4,0,3,10,16,0,5379,8.688148
0,0,0,0,0,1,0,4,10,16,0,2953,5.528516
0,0,0,0,0,2,0,4,10,16,0,5443.2,8.460856
0,0,0,0,0,3,0,4,10,16,0,4844.4,7.588194
